:START_ID,:END_ID,relation,time,place,evidence,confidence:float,:TYPE
P000006,L000717,封禅,開元十三年十月辛酉至十一月,,辛酉，東封泰山，發自東都。,0.95,PERSON_PLACE
P000006,L000954,亲祭,開元十三年十一月丙申,,丙申，幸孔子宅，親設奠祭。,0.95,PERSON_PLACE
P001064,L000965,遇害地点,开元十五年闰月庚申,甘州鞏筆驛,回紇部落殺王君㚟於甘州之鞏筆驛,0.9,PERSON_PLACE
P001072,L000395,管辖,開元十六年春,,瀧州刺史陳行範,0.9,PERSON_PLACE
P001073,L000250,为首領,開元十六年春,,廣州首領馮仁智,0.9,PERSON_PLACE
P001075,L000964,驻守,開元十六年秋七月,,吐蕃寇瓜州，刺史張守珪擊破之,0.9,PERSON_PLACE
P001076,L000619,驻守,開元十六年秋七月乙巳,,鄯州都督張志亮,0.9,PERSON_PLACE
P001077,L000595,为王,開元十六年秋七月丙辰,,新羅王金興光,0.9,PERSON_PLACE
P000006,L000976,宴于,開元十七年八月癸亥,花萼樓,八月癸亥，上以降誕日，宴百僚於花萼樓下。,0.9,PERSON_PLACE
P000006,L000854,謁,開元十七年十一月丙申,橋陵,丙申，謁橋陵。,0.9,PERSON_PLACE
P000006,L000055,謁,開元十七年十一月戊戌,定陵,戊戌，謁定陵。,0.9,PERSON_PLACE
P000006,L000975,謁,開元十七年十一月己亥,獻陵,己亥，謁獻陵。,0.9,PERSON_PLACE
P000006,L000220,謁,開元十七年十一月壬寅,昭陵,壬寅，謁昭陵。,0.9,PERSON_PLACE
P000006,L000053,謁,開元十七年十一月乙巳,乾陵,乙巳，謁乾陵。,0.9,PERSON_PLACE
P000006,L000434,幸,開元十七年十二月辛酉,溫泉宮,十二月辛酉，幸溫泉宮。,0.9,PERSON_PLACE
P000006,L000980,巡幸,开元十八年正月丙午,薛王業宅,丙午，幸薛王業宅，即日還宮。,0.95,PERSON_PLACE
P000006,L000976,临御,开元十八年四月丁卯,花萼樓,上御花萼樓邀其回騎,0.95,PERSON_PLACE
P001022,L000995,作战于,開元二十年三月,幽州之北山,三月，信安王禕與幽州長史趙含章大破奚、契丹於幽州之北山。,0.9,PERSON_PLACE
P000006,L001001,御临,開元二十年五月戊辰,應天門,戊辰，信安王獻奚、契丹之俘，上御應天門受之。,0.9,PERSON_PLACE
P001100,L001002,战败于,開元二十一年閏月,,為所敗於都山之下,0.9,PERSON_PLACE
P001110,L000651,所在地,開元二十二年二月,,徵恆州張果先生,0.95,PERSON_PLACE
P000006,L000843,亲耕,開元二十三年春正月己亥,,親耕籍田，上加至九推而止,0.9,PERSON_PLACE
P000006,L000877,接受献颂,開元二十三年夏五月戊寅,,宗子請率月俸於興慶宮建龍池，上《聖德頌》,0.9,PERSON_PLACE
P000006,L000181,巡幸,682年四月丙寅日至乙酉日,,丙寅，發京師...乙酉，車駕至東都。,0.9,PERSON_PLACE
P000821,L001032,作战,682年,热海,方翼與戰於熱海，流矢貫方翼臂,0.9,PERSON_PLACE
P000006,L000697,行幸,弘道元年春正月甲午日,奉天宮,春，正月，甲午朔，上行幸奉天宮,0.9,PERSON_PLACE
P000837,L001049,左迁至,686年,,左遷施州刺史,0.9,PERSON_PLACE
P000863,L001054,任职,686年,,狄仁傑為寧州刺史,0.9,PERSON_PLACE
P001161,L001058,流放至,686年九月,,太后怒，流於嶺外,0.9,PERSON_PLACE
P001162,L000355,巡察,686年,,右台監察御史晉陵郭翰巡察隴右,0.9,PERSON_PLACE
P000805,L001053,作战于,686年,,至兩井，遇突厥三千餘人,0.9,PERSON_PLACE
P001153,L000802,籍贯,,,尚書都事長安周興,0.9,PERSON_PLACE
P001154,L001055,籍贯,,,萬年人來俊臣,0.9,PERSON_PLACE
P001155,L001056,籍贯,,,洛陽萬國俊,0.9,PERSON_PLACE
P001159,L001057,籍贯,,,長社王求禮,0.9,PERSON_PLACE
P001161,L000103,籍贯,,,江陵人俞文俊,0.9,PERSON_PLACE
P000361,L000802,留守,687年四月,,命蘇良嗣留守西京。,0.9,PERSON_PLACE
P000332,L000802,留守,687年（冬季）,,命魏玄同留守西京。,0.9,PERSON_PLACE
P000006,L000443,活动于,688年,,於神都立高祖、太宗、高宗三廟,0.9,PERSON_PLACE
P000391,L000227,流放至,永昌元年七月丁巳,,檻車徙巴州，更姓虺氏，行及蒲州而卒,0.9,PERSON_PLACE
P000006,L000261,受尊号于,691年正月癸酉朔,,['太后始受尊號於萬象神宮'],0.99,PERSON_PLACE
P000006,L000188,大享于,691年正月乙酉,,['大享明堂，祀昊天上帝'],0.99,PERSON_PLACE
P001213,L000694,统治,692年腊月,,立故于闐王尉遲伏闍雄之子瑕為于闐王。,0.9,PERSON_PLACE
P001223,L000326,籍贯,,,嵩山人韋什方,0.9,PERSON_PLACE
P001224,L001105,居住,694年,神都,河內有老尼居神都麟趾寺,0.9,PERSON_PLACE
P000390,L000780,居住,695年,,懷義頗厭入宮，多居白馬寺,0.9,PERSON_PLACE
P001224,L001110,居住,695年,,先是，河內老尼晝食一麻一米，夜則烹宰宴樂，畜弟子百餘人,0.9,PERSON_PLACE
P001234,L000688,隐居,696年腊月后,,隱於嵩山之陽,0.9,PERSON_PLACE
P000469,L000340,战死地,697年三月戊申日,東硤石谷,孝傑墜崖死，將士死亡殆盡,0.95,PERSON_PLACE
P000006,L000443,抵达,698年三月戊子,神都,['戊子，廬陵王至神都'],0.95,PERSON_PLACE
P000006,L000326,幸,二月己丑,,二月，己丑，太后幸嵩山,0.9,PERSON_PLACE
P000006,L000326,巡幸,700年12月乙巳日,,乙巳，太后幸嵩山；,0.95,PERSON_PLACE
P001245,L000737,镇守,700年,,以西突厥竭忠事主可汗斛瑟羅為平西軍大總管，鎮碎葉。,0.9,PERSON_PLACE
P000006,L000359,前往,大足元年五月乙亥,,夏，五月，乙亥，太后幸三陽宮。,0.9,PERSON_PLACE
P000006,L000802,抵达,大足元年十月辛酉,,辛酉，至京師,0.9,PERSON_PLACE
P000532,L000747,任職,長安二年九月癸未前,涼州,時涼州都督唐休璟入朝,0.9,PERSON_PLACE
P000494,L000802,留守,长安三年九月丁未,西京,丁未，以左武衞大將軍武攸宜充西京留守。,0.9,PERSON_PLACE
P000006,L001167,居所,神龙元年正月癸卯日,,太后在迎仙宮，柬之等斬易之、昌宗於廡下,0.95,PERSON_PLACE
P000006,L001169,迁居,705年二月,上阳宫,太后之遷上陽宮也,0.9,PERSON_PLACE
P000121,L001174,流放,705年二月乙卯日,钦州,司禮卿崔神慶流欽州,0.9,PERSON_PLACE
P000006,L001189,逃亡至,707年七月,,['太子以百騎走終南山，至鄠西...為左右所殺'],0.9,PERSON_PLACE
P000964,L001194,主持修築,景龍二年三月,河上,朔方道大總管張仁願築三受降城於河上,0.9,PERSON_PLACE
P000006,L001208,崩逝于,景云元年六月壬午,神龍殿,六月，壬午，中宗崩於神龍殿。,0.9,PERSON_PLACE
