personId:ID,name,aliases:string[],roles:string[],offices:string[],evidence:string[],:LABEL
P000292,邠王守礼,李守礼,亚献,邠王,邠王守禮亞獻|邠王守禮等賀曰,Person
P000293,祝欽明,祝钦明,太子少詹事|官员|禮官|議禮者,刑部尚书|同中书门下三品|同中書門下三品|国子祭酒|國子祭酒|申州刺史|禮部尚書,八月丙子，貶祝欽明為申州刺史。|九月，祝欽明貶青州刺史。|甲戌，太子少詹事祝欽明同中書門下三品|以國子祭酒始平祝欽明同中書門下三品|庚午，禮部尚書祝欽明為中丞蕭至忠所劾。,Person
P000294,蔣欽緒,,禮官|議禮者,太常博士|御史中丞,分遣御史中丞蔣欽緒等往十道疏決囚徒。|太常博士唐紹蔣欽緒固爭。|蔣欽緒傳。中宗始親郊。...欽緒獨抗言不可。,Person
P000295,韋巨源,文昌左丞韋巨源|舒國公|舒國公韋巨源|褚元量|韦巨源,大臣|太子賓客|官员|終獻者,侍中|刑部尚書|刺史|右散騎常侍|同中书门下三品|同中書門下三品|同平章事|同鳳閣鸞臺平章事|吏部尚书|吏部尚書|地官尚书|夏官侍郎|太子宾客|尚书左仆射|尚書左僕射|左仆射|左僕射|摄太尉|文昌右丞|文昌左丞|文昌左相|知政事|礼部尚书|神都留守|禮部尚書|納言|鄜州刺史,文昌右丞韋巨源同鳳閣鸞臺平章事|文昌左丞韋巨源同平章事|戊子，貶...韋巨源鄜州刺史|召神都留守韋巨源詣京師|時左僕射韋巨源等。阿旨協同欽明之議。,Person
P000296,賈曾,,諫官|議禮者,諫議大夫,諫議大夫賈曾上表。|唐書賈曾傳。天子親郊。有司議不設皇地祇位。曾請合享天地如古制。,Person
P000297,張九齡,,大臣|議禮者,中書令|中書侍郎|同中書門下平章事|河南開稻田使,元宗即位未郊。張九齡建議曰。|遣中書令張九齡充河南開稻田使|中書侍郎張九齡為中書令|前中書侍郎張九齡起復舊官，並同中書門下平章事|又遣張九齡於許、豫、陳、亳等州置水屯,Person
P000298,褚無量,,學者|議禮者,右散騎常侍,以光祿卿馬懷素為左散騎常侍，與右散騎常侍褚無量並充侍讀。|褚無量傳。中宗將親祀南郊。詔禮官學士。修定儀注。...無量獨與太常博士唐紹蔣欽緒固爭。,Person
P000299,元萬頃,流人元萬頃,議禮者,鳳閣舍人,卒用元萬頃范履冰之說|戊辰，殺流人元萬頃、苗神客。|鳳閣舍人元萬頃范履冰等議。|用鳳閣舍人元萬頃等之議也。,Person
P000300,范履冰,,議禮者,同鳳閣鸞臺平章事|春官尚書,春官尚書范履冰...同鳳閣鸞臺平章事|冬十月，春官尚書范履冰、鳳閣侍郎邢文偉並同鳳閣鸞臺平章事。|卒用元萬頃范履冰之說|五月戊子，殺范履冰。|鳳閣舍人元萬頃范履冰等議,Person
P000301,郝處俊,甑山公|甑山縣公|郝处俊,奏议者|宗室|禮官|随从,中書令|中書侍郎|侍中|司礼少常伯|司禮少常伯|同中書門下三品|同東西臺三品|太子少保|太子賓客|東臺侍郎|黃門侍郎,侍中郝處俊為太子少保，罷知政事。|東臺侍郎郝處俊同東西臺三品|司禮少常伯郝處俊等奏曰。|乾封初。詔依舊祀感帝。司禮少常伯郝處俊等奏曰。顯慶新禮。廢感帝之祀。...從之。舊唐書禮儀志。|乙亥，...黃門侍郎、甑山縣公、同中書門下三品郝處俊為中書侍郎...,Person
P000302,沈伯儀,,議禮者,成均助教,成均助教孔元義奏。|沈伯儀傳。,Person
P000303,孔元義,,議禮者,成均助教,成均助教孔元義奏。嚴父莫大配天。,Person
P000304,韋萬石,,樂官,太常少卿,待價，萬石之兄也。|唐書韋萬石傳。上元中。遷太常少卿。當時郊廟燕會樂曲。皆萬石與太史令姚元辯增損之。,Person
P000305,唐子元,,议礼官员,,開元年中。唐子元徐堅同議南郊先燔後祭。,Person
P000306,徐堅,,议礼官员,右散騎常侍,右散騎常侍徐堅卒。|開元年中。唐子元徐堅同議南郊先燔後祭。,Person
P000307,杜鴻漸,,礼仪使,太常卿,永泰二年。禮儀使太常卿杜鴻漸奏。|廣德二年正月十六日。禮儀使杜鴻漸奏。,Person
P000308,獨孤及,,献议者,太常博士,太常博士獨孤及獻議曰。,Person
P000309,黎幹,,议礼官员,諫議大夫,諫議大夫黎幹議。以太祖景皇帝非受命之君。不合配享天地。,Person
P000310,薛頎,,议礼官员,,員外薛頎歸崇敬等議。,Person
P000311,錢珝,,礼官,太常博士,太常博士錢珝李綽等奏論之曰。皇帝赴齋宮。內臣皆服朝服。,Person
P000312,李綽,,礼官,太常博士,太常博士錢珝李綽等奏論之曰。,Person
P000313,殷侑孫,殷盈孫,礼官,太常博士,舊唐書殷侑傳。孫盈孫為太常博士。龍紀元年。昭宗郊祀。,Person
P000314,蔣元暉,,被谮者,,殷與蔣元暉有隙。因譖之太祖。言元暉等教天子卜郊祈天。,Person
P000315,太宗文武皇帝,太宗文武聖皇帝,配祀对象,,雩祀則太宗座。|雩祀則設太宗文武聖皇帝神座焉。,Person
P000316,王仲邱,,议礼者|起居舍人,礼官|起居舍人,開元中。起居舍人王仲邱議曰。案貞觀禮。祈穀祀感帝。而顯慶禮。祀昊天上帝于圜丘。...請二禮皆用。詔可。,Person
P000317,蕭嵩,徐國公|萧嵩,奏议者,中书令|中書令|兵部尚書|同中書門下平章事|尚書右丞相|檢校兵部尚書|河西節度判涼州事,九月乙巳，中書令蕭嵩等奏上《開元新禮》一百五十卷，制所司行用之。|檢校兵部尚書蕭嵩、鄯州都督張志亮攻拔吐蕃門城|命尚書右丞相蕭嵩往祭山川|兵部尚書、徐國公蕭嵩為尚書右丞相|六月甲戌，...兵部尚書蕭嵩兼中書令。,Person
P000318,李元吉,姑臧公|齊王|齊王元吉,亲王|弟弟|皇子,中领军|司空|太原道行军元帅,元吉為姑臧公，中軍隸焉|與齊王元吉謀害太宗|六月丁巳，秦王世民殺皇太子建成、齊王元吉|殺太子建成及齊王元吉|封元吉齊王,Person
P000319,刘文静,,将领|谋士,司马|纳言,劉文靜為司馬|劉文靜為納言|與晉陽令劉文靜謀舉大事,Person
P000320,煬帝,隋炀帝,皇帝,隋帝,煬帝多以猜忌殺戮大臣|煬帝征遼東，遣高祖督運糧於懷遠鎮|煬帝南遊江都,Person
P000321,王威,,隋将,副留守|虎贲郎将,副留守虎賁郎將王威、虎牙郎將高君雅見兵大集，疑有變|五月甲子，高祖及威、君雅視事，開陽府司馬劉政會告威、君雅反，即坐上執之,Person
P000322,高君雅,,隋将,副留守|虎牙郎将,副留守虎賁郎將王威、虎牙郎將高君雅見兵大集，疑有變|五月甲子，高祖及威、君雅視事，開陽府司馬劉政會告威、君雅反，即坐上執之,Person
P000323,尉遲敬德,,降将,,金剛將尉遲敬德、尋相等皆來降,Person
P000324,雲定興,,将军,將軍,隸將軍雲定興,Person
P000325,蘇定方,,將領,伊麗道行軍總管,丁巳，蘇定方敗賀魯于金牙山，執之。|庚戌，右屯衞將軍蘇定方為伊麗道行軍總管，以伐賀魯。,Person
P000326,歐陽修,,作者,,作者:歐陽修|author= 歐陽修|宋 [[作者:歐陽修|歐陽修]] [[作者:宋祁|宋祁]] 等,Person
P000327,宋祁,,作者,,author2= 宋祁|作者:宋祁|宋 [[作者:歐陽修|歐陽修]] [[作者:宋祁|宋祁]] 等,Person
P000328,劉仁軌,樂城文獻公|樂成侯|樂成男,官员|重臣,副京留守|副留守|右相|同三品|同中書門下三品|同鳳閣鸞台三品|太子少傅|太子左庶子|太子賓客|宰相|尚書僕射（西京留守）|尚書左僕射|左僕射|文昌左相|樂成男|知政事|遼東道副大總管|雞林道大總管,左僕射、同三品劉仁軌兼太子少傅。|十二月癸卯，太子左庶子劉仁軌同中書門下三品。|戊辰，劉仁軌薨。|甲戌，以劉仁軌為左僕射|以劉仁軌為之副,Person
P000329,裴炎,,宰相|被诛官员,中書令|侍中|內史|同中书门下三品|同中書門下三品|同平章事|東宮平章事|辅政大臣|黃門侍郎|黄门侍郎,丙申，斬裴炎於都亭|甲戌，以...裴炎為中書令|黃門侍郎裴炎崔知溫、中書侍郎王德真並同中書門下三品|丙申，殺裴炎。|甲戌，裴炎為中書令,Person
P000330,劉齊賢,,官员,侍中|同中書門下三品|同平章事,臘月丙寅，殺劉齊賢。|貶劉齊賢為辰州刺史。|甲戌，劉齊賢為侍中：同中書門下三品|裴炎、劉齊賢、郭正一等於東宮同平章事|劉齊賢為侍中,Person
P000331,郭待舉,,官员,同中書門下三品|同中書門下同承受進止平章事|黃門侍郎,郭待舉罷。|戊寅，郭待舉、魏玄同、岑長倩同中書門下三品|黃門侍郎郭待舉...並同中書門下同承受進止平章事,Person
P000332,魏玄同,,官员,同中书门下平章事|同中書門下三品|同中書門下同承受進止平章事|同平章事|同鳳閣鸞台三品|吏部侍郎|地官尚书|地官尚書|文昌左丞|检校纳言|檢校納言|留守西京|知政事|納言|鸞台侍郎|黃門侍郎,周興奏誣玄同|並依舊知政事|秋，七月，己酉，以文昌左丞魏玄同為鸞台侍郎、同鳳閣鸞台三品。|魏玄同為黃門侍郎|秋，七月，壬辰，魏玄同檢校納言。,Person
P000333,岑長倩,內史岑長倩|長倩,军事将领|官员,內史|兵部侍郎|兵部尚書|内史|同中書門下三品|同中書門下同承受進止平章事|同鳳閣鸞台三品|同鳳閣鸞臺三品|地官尚書|後軍大總管|文昌右相|文昌左相|武威道行軍大總管|知政事,六月，命岑長倩率諸軍討吐蕃。|文昌右相、同鳳閣鸞台三品岑長倩以皇嗣在東宮...|岑長倩為武威道行軍大總管，以擊吐蕃。|十月己酉，殺岑長倩、歐陽通、格輔元。|兵部侍郎岑長倩...並同中書門下同承受進止平章事,Person
P000334,郭正一,,,中書侍郎|中書侍郎同平章事|中書舍人|同中书门下平章事|同中書門下同承受進止平章事|同平章事|國子祭酒|检校中书侍郎|秘书员外少监|陝州刺史,侍臣中書舍人郭正一|秘書員外少監、檢校中書侍郎鼓城郭正一...並與中書門下同承受進止平章事。|殺陝州刺史郭正一|中書侍郎郭正一...並同中書門下同承受進止平章事|裴炎、劉齊賢、郭正一等於東宮同平章事,Person
P000335,韋弘敏,,官员,同中書門下三品|太府卿|左散騎常侍|汾州刺史,癸巳，左散騎常侍韋弘敏為太府卿、同中書門下三品。|貶韋弘敏為汾州刺史。,Person
P000336,王德真,,官员,中书侍郎|侍中|同中书门下三品|太常卿|納言|豫王府長史,黃門侍郎裴炎崔知溫、中書侍郎王德真並同中書門下三品|納言王德真流象州。|丁丑，太常卿王德真為侍中|納言王德真配流象州|丁未，流王德真于象州。,Person
P000337,劉禕之,,官员,中書侍郎|同中書門下三品|同鳳閣鸞台三品|太中大夫|豫王府司馬|鳳閣侍郎,中書侍郎、豫王府司馬劉禕之同中書門下三品|鳳閣侍郎、同鳳閣鸞台三品劉禕之竊謂鳳閣舍人永年賈大隱曰...|加禕之太中大夫|劉禕之賜死於家|中書侍郎劉禕之同中書門下三品。,Person
P000338,王遠知,,道士,太中大夫（赠）|玉清觀道士|金紫光祿大夫（赠）,贈玉清觀道士太中大夫王遠知金紫光祿大夫。,Person
P000339,澤王,上金|泽王上金|澤王上金|畢王,宗室|已故|澤王|隋州刺史,澤王|畢王|隨州刺史,改封畢王上金為澤王|故澤王上金|三月丁亥，徙封上金為畢王|辛酉，徙封上金為澤王|殺隨州刺史澤王上金,Person
P000340,路元叡,,都督,廣州都督,廣州崑崙殺其都督路元叡。,Person
P000341,程務挺,,唐將|将领,右武衛將軍|單于道安撫大使|將軍|左威衛大將軍|左武衛大將軍|左武衞大將軍,伏念為程務挺急追|十二月……程務挺密表申理……癸卯，遣……斬之|戊戌，以右武衛將軍程務挺為單于道安撫大使|癸卯，殺程務挺。|左武衞大將軍程務挺敗之。,Person
P000342,徐敬業,徐敬業(複姓)|李敬業|柳州司馬|英公,叛军首领|起兵者,揚州司馬（伪）|柳州司馬|柳州司馬（貶）,追削敬業父祖官爵，復其本姓徐氏|乙丑，敬業至海陵界……斬敬業……首來降|乙丑，徐敬業將王那相殺敬業降。|故司空李勣孫柳州司馬徐敬業偽稱揚州司馬|會眉州刺史英公李敬業……乃謀作亂,Person
P000343,李崇福,,官员,楚州司馬,楚州司馬李崇福率所部三縣以應敬業|楚州司馬李崇福以山陽、安宜、鹽城三縣歸于敬業。,Person
P000344,梁郡公,孝逸|左玉鈐衞大將軍|梁郡公孝逸,将领|梁郡公,左玉鈐衞大將軍|揚州道行軍大總管,左玉鈐衞大將軍梁郡公孝逸為揚州道行軍大總管|己亥，殺梁郡公孝逸。,Person
P000345,李知十,,将领|將軍,副總管|左金吾衞大將軍,命將軍李知十、王杲等分兵御之。|左金吾衞大將軍李知十為副,Person
P000346,騫味道,,官员|被杀者,內史|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|左肅政臺御史大夫|檢校內史|青州刺史,左肅政臺御史大夫騫味道...同鳳閣鸞臺平章事|貶味道為青州刺史|殺騫味道|內史騫味道左授青州刺史|左肅政臺御史大夫騫味道檢校內史、同鳳閣鸞臺三品,Person
P000347,李景諶,,官员,同鳳閣鸞臺平章事|鳳閣舍人,鳳閣舍人李景諶同鳳閣鸞臺平章事。|李景諶罷。,Person
P000348,黑齒常之,,将领,右武威衞大將軍|左鷹揚大將軍|左鷹揚衞大將軍|江南道行軍大總管|燕然道大總管|燕然道行軍大總管,殺右武威衞大將軍黑齒常之|命左鷹揚大將軍黑齒常之帥諸軍討之。|左鷹揚衞大將軍黑齒常之為江南道行軍大總管。|黑齒常之擊之|遣燕然道大總管黑齒常之擊之...,Person
P000349,蘇孝祥,,将领,右監門衞將軍,右監門衞將軍蘇孝祥及徐敬業戰于阿谿，死之。,Person
P000350,王那相,,叛将,,徐敬業將王那相殺敬業降。,Person
P000351,韋方質,流人韋方質|鳳閣侍郎韋方質,官员,同鳳閣鸞台三品|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|鳳閣侍郎|鸞臺侍郎,壬申，韋方質同鳳閣鸞臺三品。|丁卯，殺流人韋方質。|甲午，流韋方質于儋州。|鳳閣侍郎韋方質奏，請如舊制遣御史監軍。|鸞臺侍郎韋方質為鳳閣侍郎、同鳳閣鸞臺平章事。,Person
P000352,沈君諒,,官员,右史|同平章事|同鳳閣鸞臺平章事|正諫大夫,正諫大夫、同平章事沈君諒罷。|沈君諒罷。|右史沈君諒、著作郎崔詧為正諫大夫、同鳳閣鸞臺平章事。,Person
P000353,崔詧,,官员,同鳳閣鸞臺平章事|夏官侍郎|正諫大夫|著作郎,三月，崔詧罷。|右史沈君諒、著作郎崔詧為正諫大夫、同鳳閣鸞臺平章事。|殺夏官侍郎崔詧,Person
P000354,魯國公,五代祖|克己|太原靖王|武克己|靖(谥),武氏先祖,魯國公（追尊）,追尊武氏五代祖克己為魯國公|五代祖魯國公曰太原靖王|追謚五代祖魯國公曰靖,Person
P000355,北平郡王,居常|恭肅(谥)|武居常|趙肅恭王,武氏先祖,北平郡王（追尊）|太尉（追尊）,北平郡王曰趙肅恭王|高祖居常為太尉、北平郡王|高祖北平郡王曰恭肅,Person
P000356,金城郡王,儉|武儉|義康(谥)|魏義康王,武氏先祖,太尉（追尊）|金城郡王（追尊）,曾祖金城郡王曰義康|曾祖儉為太尉、金城郡王|金城郡王曰魏義康王,Person
P000357,太原郡王,周安成王|周忠孝公|士鷿|安成(谥)|武華|華,历史人物|武氏先祖,司徒|太原郡王|太原郡王（追尊）|太子太師|太尉|太尉（追尊）,祖太原郡王曰安成|太原郡王曰周安成王|故贈司徒、周忠孝公士鷿贈太尉、太子太師、太原郡王|祖華為太尉、太原郡王,Person
P000358,裴居道,,官员,內史|同鳳閣鸞台三品|同鳳閣鸞臺三品|太子少傅|左金吾將軍|留守西京|秋官尚書|納言,乙巳，以春官尚書武承嗣、秋官尚書裴居道、右肅政大夫韋思謙並同鳳閣鸞台三品。|甲寅，殺裴居道。|秋官尚書裴居道為內史|五月丙午，裴居道為納言。|五月，丙午，以裴居道為內史。,Person
P000359,韋思謙,,官员,右肃政御史大夫|右肅政大夫|右肅政臺御史大夫|同鳳閣鸞台三品|同鳳閣鸞臺三品|太中大夫|守納言|納言|纳言,乙巳，以春官尚書武承嗣、秋官尚書裴居道、右肅政大夫韋思謙並同鳳閣鸞台三品。|韋思謙罷|三月，乙丑，納言韋思謙以太中大夫致仕。|右肅政御史大夫韋思謙為納言|韋思謙請致仕,Person
P000360,淳于處平,,,左玉鈐衞中郎將|陽曲道行軍總管,突厥寇邊，左玉鈐衞中郎將淳于處平為陽曲道行軍總管以擊之。|癸未，淳于處平及突厥戰于忻州，敗績。,Person
P000361,蘇良嗣,,官员,冬官尚書|同鳳閣鸞臺三品|岐州刺史|文昌左相|特進|留守西京|納言|雍州長史,以岐州刺史蘇良嗣為雍州長史|己酉，以冬官尚書蘇良嗣為納言。|蘇良嗣為特進|夏，四月，命蘇良嗣留守西京。|蘇良嗣為文昌左相,Person
P000362,韋待價,,将领,同鳳閣鸞台三品|同鳳閣鸞臺三品|天官尚书|天官尚書|安息道大總管|安息道行軍大總管|文昌右相|燕然道行軍大總管,太后欲遣韋待價將兵擊吐蕃...|六月，天官尚書韋待價同鳳閣鸞台三品。待價，萬石之兄也。|韋待價坐遲留不進，士卒多饑饉而死，配流繡州。|五月，命文昌右相韋待價為安息道大總管以討吐蕃。|冬，十一月，癸卯，命天官尚書韋待價為燕然道行軍大總管，以討突厥。,Person
P000363,隆範,巴陵郡王|衛王隆範|衞王隆範,巴陵郡王|皇子|衛王|衞王,巴陵郡王|衛王|衞王,衛王隆範為巴陵郡王|丁卯，降封皇孫成器為壽春郡王，恆王成義衡陽郡王，楚王隆基臨淄郡王，衞王隆範巴陵郡王，趙王隆業彭城郡王。|隆範為衛王|隆範衞王,Person
P000364,隆業,彭城王|彭城郡王|趙王隆業,宗室|彭城郡王|皇子|趙王,彭城郡王|趙王,趙王隆業為彭城王|隆業為彭城郡王|丁卯，降封皇孫成器為壽春郡王，恆王成義衡陽郡王，楚王隆基臨淄郡王，衞王隆範巴陵郡王，趙王隆業彭城郡王。|隆業趙王|春，閏正月，丁卯，封皇子成美為恆王，隆基為楚王，隆范為衛王，隆業為趙王。,Person
P000365,張光輔,京兆張光輔|鳳閣侍郎張光輔,军事统帅,內史|同平章事|同鳳閣鸞臺平章事|夏官侍郎|守內史|守納言|諸軍節度|鳳閣侍郎,張光輔為諸軍節度|辛巳，誅內史張光輔。|五月，丙寅，夏官侍郎京兆張光輔為鳳閣侍郎、同平章事。|三月，張光輔為內史，武承嗣為納言。|張光輔守納言,Person
P000366,李嗣仙,,叛乱者,,交趾人李嗣仙殺安南都護劉延祐,Person
P000367,劉延祐,,,交趾都護|安南都護,交趾都護劉延祐使之全輸...殺延祐。|交趾人李嗣仙殺安南都護劉延祐,Person
P000368,曹玄靜,桂州司馬曹玄靜,将领,桂州司馬,桂州司馬曹玄靜將兵討思慎等，斬之。|桂州司馬曹玄靜敗之,Person
P000369,楊初成,虢州人楊初成,叛乱者,郎將（自称）,九月，己卯，虢州人楊初成詐稱郎將，矯制於都市募人迎廬陵王於房州；事覺，伏誅。|虢州人楊初成自稱郎將,Person
P000370,爨寶璧,右監門衛中郎將爨寶璧,将领,右監門衛中郎將|右監門衞中郎將,冬，十月，庚子，右監門衛中郎將爨寶璧與突厥骨篤祿、元珍戰...|右監門衞中郎將爨寶璧及突厥戰,Person
P000371,閻溫古,,将领,安西大都護,安西大都護閻溫古副之|殺閻溫古,Person
P000372,周思茂,,文學之士|被杀者,麟臺少監,文學之士周思茂|殺麟臺少監周思茂,Person
P000373,郝象賢,,被杀者,太子通事舍人,殺太子通事舍人郝象賢,Person
P000374,丘神勣,左金吾大將軍丘神勣,军事将领|将领|执行者|酷吏,左金吾大將軍|左金吾將軍|左金吾衞大將軍|清平道行軍大總管,遣左金吾衞大將軍丘神勣拒之|以左金吾將軍丘神勣為清平道行軍大總管|或告文昌右丞周興與丘神勣通謀|左金吾大將軍丘神勣以罪誅|太后命左金吾將軍丘神勣詣巴州……逼令自殺,Person
P000375,麴崇裕,,军事将领|将领,中軍大總管|左豹韜大將軍|左豹韜衞大將軍,左豹韜衞大將軍麴崇裕為中軍大總管|命左豹韜大將軍麴崇裕為中軍大總管,Person
P000376,靄,范陽郡王靄,宗室|被杀者,,殺范陽郡王靄,Person
P000377,融,东莞公融|東莞公融|東莞郡公融,宗室|東莞公|被杀者,申州刺史,虢王鳳子申州刺史東莞公融|故虢王元鳳子東莞公融坐與貞通謀|殺東莞郡公融,Person
P000378,常樂公主,,宗室|被杀者,,殺...常樂公主,Person
P000379,王本立,地官尚書王本立,官员,勝州都督|同平章事|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|地官尚書|夏官侍郎|左肅政御史大夫|肅州刺史,遣勝州都督王本立、夏州都督李崇義將兵分道救之|王本立同鳳閣鸞臺三品|一月戊子，王本立罷。|八月，左肅政御史大夫王本立同鳳閣鸞臺三品。|左肅政大夫騫味道、夏官侍郎王本立並同平章事,Person
P000380,薛顗,,宗室关联|被杀者,濟州刺史,濟州刺史薛顗、顗弟緒、緒弟駙馬都尉紹|殺濟州刺史薛顗,Person
P000381,緒,江都王緒|江都王绪|江都郡王緒|薛绪,宗室|宗室关联|江都王|被杀者,金州刺史,濟州刺史薛顗、顗弟緒|元軌子金州刺史江都王緒|殺...江都郡王緒|霍王元軌及子江都王緒...,Person
P000382,裴承光,,被杀者,殿中監,殺...殿中監裴承光,Person
P000383,瑋,汝南郡王,,,殺汝南郡王瑋,Person
P000384,鄱陽郡公,諲,,,鄱陽郡公諲,Person
P000385,謐,廣漢郡公,,,廣漢郡公謐,Person
P000386,汶山郡公,蓁,,,汶山郡公蓁,Person
P000387,俊,零陵郡王,,,零陵郡王俊,Person
P000388,廣都郡公,璹,,,廣都郡公璹,Person
P000389,鄧玄挺,,,天官侍郎,殺天官侍郎鄧玄挺,Person
P000390,怀义,僧怀义|僧懷義|懷義|白馬寺僧|薛師|薛懷義|馮小寶,人物|僧|僧人|将领,代北道行軍大總管|伐逆道行軍大總管|右衛大將軍|左威衛大將軍|新平军大总管|新平道中軍大總管|新平道行军大总管|新平道行軍大總管|明堂使|朔方道行軍大總管|梁國公|白馬寺寺主,太后託言懷義有巧思，故使入禁營造|壬子，執之於瑤光殿前樹下，使建昌王武攸寧師壯士毆殺之|壬子，殺薛懷義。|懷義訴於太后|蘇良嗣遇僧懷義於朝堂，懷義偃蹇不為禮,Person
P000391,慎,紀王|纪王慎,宗室,太子太保|安州都督|紀王|貝州刺史|贝州刺史,流紀王慎于巴州|分告韓、霍、魯、越及貝州刺史紀王慎|安州都督、紀王慎為太子太保|貝州刺史紀王慎獨不預謀，亦坐繫獄|女東光縣主楚媛,Person
P000392,弓嗣業,,,洛州司馬,殺洛州司馬弓嗣業,Person
P000393,弓嗣明,,,洛陽令,殺洛陽令弓嗣明,Person
P000394,弓嗣古,,,陝州參軍,殺陝州參軍弓嗣古,Person
P000395,徐敬真,流人,宗室,,殺流人徐敬真|嗣明、敬真多引海內知識|徐敬業之敗也，弟敬真流繡州，逃歸,Person
P000396,弓志元,,,相州刺史,殺相州刺史弓志元,Person
P000397,弓彭祖,,,蒲州刺史,殺蒲州刺史弓彭祖,Person
P000398,王令基,,,尚方監,殺尚方監王令基,Person
P000399,恆山郡王承乾之子,厥,,,殺恆山郡王承乾之子厥,Person
P000400,劉易從,,,彭州長史,殺彭州長史劉易從,Person
P000401,李光誼,,,涼州都督,殺涼州都督李光誼,Person
P000402,劉延景,,,陝州刺史,近納劉延景女|殺陝州刺史劉延景,Person
P000403,趙懷節,,,右鷹揚衞將軍,殺右鷹揚衞將軍趙懷節,Person
P000404,璥,嗣虢王邕|嗣鄭王|汴王|虢王|邕,嗣虢王|王|皇子,秘书监,璥為汴王|封嗣虢王邕為汴王|殺嗣鄭王璥|秘書監、賜虢王邕改封汴王,Person
P000405,邢文偉,,,內史|同鳳閣鸞臺平章事|珍州刺史|鳳閣侍郎,鳳閣侍郎邢文偉同鳳閣鸞臺平章事|冬十月，春官尚書范履冰、鳳閣侍郎邢文偉並同鳳閣鸞臺平章事。|邢文偉為內史|一月戊子，王本立罷。邢文偉為內史，岑長倩、武承嗣同鳳閣鸞臺三品，鳳閣侍郎武攸寧為納言。|辛未，貶邢文偉為珍州刺史。,Person
P000406,太師,周忠孝太皇|考|魏忠孝王,,太師,尊考太師魏忠孝王曰周忠孝太皇,Person
P000407,武攸暨,乐寿王|千乘王|安定王|定王|建昌王|建昌王攸寧|攸寧|武攸寧,士讓之孫|宗室|官员|建昌王|攸寧兄孫|駙馬都尉,冬官尚書|右羽林衛大將軍|右衛中郎將|司徒|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|夏官尚書|定王|左散騎常侍|左羽林大將軍|左羽林衞大將軍|建昌王|楚國公|樂壽郡王|納言|駙馬都尉|鳳閣侍郎,命太子、相王、太平公主與武攸暨等為誓文|鳳閣侍郎武攸寧為納言|攸暨時為右衛中郎將|壬子，執之於瑤光殿前樹下，使建昌王武攸寧師壯士毆殺之|定王攸暨為樂壽王,Person
P000408,柳明肅,汴州刺史柳明肅,,汴州刺史,六月戊申，殺汴州刺史柳明肅。,Person
P000409,亶,豫章郡王亶,豫章郡王,,壬午，殺豫章郡王亶。,Person
P000410,太常丞蘇踐言,蘇踐言,,太常丞,癸卯，殺太常丞蘇踐言。,Person
P000411,璟,許王素節之子璟,,,八月辛亥，殺許王素節之子璟、曾江縣令白令言。,Person
P000412,曾江縣令白令言,白令言,,曾江縣令,八月辛亥，殺許王素節之子璟、曾江縣令白令言。,Person
P000413,阿史那惠,將軍阿史那惠,,將軍,壬戌，殺將軍阿史那惠、右司郎中喬知之。,Person
P000414,喬知之,右司郎中喬知之,官员,右司郎中,壬戌，殺將軍阿史那惠、右司郎中喬知之。|知之作《綠珠怨》詩以寄之|右司郎中馮翊喬知之有美妾曰碧玉,Person
P000415,尚書右丞張行廉,張行廉,,尚書右丞,癸亥，殺尚書右丞張行廉、太州刺史杜儒童。,Person
P000416,太州刺史杜儒童,杜儒童,,太州刺史,癸亥，殺尚書右丞張行廉、太州刺史杜儒童。,Person
P000417,流人張楚金,張楚金,,,甲子，殺流人張楚金。,Person
P000418,苗神客,流人苗神客,,,戊辰，殺流人元萬頃、苗神客。,Person
P000419,潁,南安郡王潁,南安郡王,,辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
P000420,李直,,,,辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
P000421,李敞,,,,辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
P000422,李然,,,,辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
P000423,李勳,,,,辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
P000424,李策,,,,辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
P000425,李越,,,,辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
P000426,李黯,,,,辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
