timeId:ID,text,normalized,evidence,confidence:float,:LABEL
T000696,八月庚戌,久視元年八月庚戌,八月庚戌，魏元忠為隴右諸軍州大總管，以擊吐蕃。,0.9,TimeAnchor
T000697,庚申,久視元年八月庚申,庚申，斂天下僧錢作大像。,0.9,TimeAnchor
T000698,九月辛丑,久視元年九月辛丑,九月辛丑，狄仁傑薨。,0.9,TimeAnchor
T000699,十月辛亥,久視元年十月辛亥,十月辛亥，魏元忠為蕭關道行軍大總管，以備突厥。,0.9,TimeAnchor
T000700,甲寅,久視元年十月甲寅,甲寅，復唐正月，大赦。,0.9,TimeAnchor
T000701,丁巳,久視元年十月丁巳,丁巳，韋巨源罷。文昌右丞韋安石為鸞臺侍郎、同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000702,丁卯,久視元年十月丁卯,丁卯，如新安隴澗山，曲赦。,0.9,TimeAnchor
T000703,壬申,久視元年十月壬申,壬申，復于神都。,0.9,TimeAnchor
T000704,十二月甲寅,久視元年十二月甲寅,十二月甲寅，突厥寇隴右。,0.9,TimeAnchor
T000705,長安元年,長安元年,【小节标题】長安元年,0.9,TimeAnchor
T000706,正月丁丑,長安元年正月丁丑,長安元年正月丁丑，改元大足。,0.9,TimeAnchor
T000707,二月己酉,長安元年二月己酉,二月己酉，鸞臺侍郎李懷遠同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000708,三月丙申,長安元年三月丙申,三月丙申，流張錫于循州。,0.9,TimeAnchor
T000709,四月丙午,長安元年四月丙午,四月丙午，大赦。,0.9,TimeAnchor
T000710,癸丑,長安元年四月癸丑,癸丑，姚元崇檢校幷州以北諸軍州兵馬。,0.9,TimeAnchor
T000711,五月乙亥,長安元年五月乙亥,五月乙亥，如三陽宮。,0.9,TimeAnchor
T000712,丁丑,長安元年五月丁丑,丁丑，魏元忠為靈武道行軍大總管，以備突厥。,0.9,TimeAnchor
T000713,丙申,長安元年五月丙申,丙申，天官侍郎顧琮同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000714,六月庚申,長安元年六月庚申,六月庚申，夏官侍郎李迥秀同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000715,辛未,長安元年六月辛未,辛未，赦告成縣。,0.9,TimeAnchor
T000716,七月甲戌,長安元年七月甲戌,七月甲戌，復于神都。,0.9,TimeAnchor
T000717,乙亥,長安元年七月乙亥,乙亥，揚、楚、常、潤、蘇五州地震。,0.9,TimeAnchor
T000718,壬午,長安元年七月壬午,壬午，蘇味道按察幽、平等州兵馬。,0.9,TimeAnchor
T000719,甲申,長安元年七月甲申,甲申，李懷遠罷。,0.9,TimeAnchor
T000720,九月壬申,長安元年九月壬申,九月壬申，殺邵王重潤及永泰郡主、主壻武延基。,0.9,TimeAnchor
T000721,十月壬寅,長安元年十月壬寅,十月壬寅，如京師。,0.9,TimeAnchor
T000722,辛酉,長安元年十月辛酉,辛酉，大赦，改元。給復關內三年，賜酺三日。,0.9,TimeAnchor
T000723,丙寅,長安元年十月丙寅,丙寅，魏元忠同鳳閣鸞臺三品。,0.9,TimeAnchor
T000724,十一月壬申,長安元年十一月壬申,十一月壬申，武三思罷。,0.9,TimeAnchor
T000725,戊寅,長安元年十一月戊寅,戊寅，改含元宮為大明宮。,0.9,TimeAnchor
T000726,長安二年,長安二年,長安二年,0.9,TimeAnchor
T000727,二年正月,長安二年正月,二年正月，突厥寇鹽州。,0.9,TimeAnchor
T000728,三月丙戌,長安二年三月丙戌,三月丙戌，李迥秀安置山東軍馬，檢校武騎兵。,0.9,TimeAnchor
T000729,庚寅,長安二年三月庚寅,庚寅，突厥寇幷州，雍州長史薛季昶持節山東防禦大使以備之。,0.9,TimeAnchor
T000730,七月甲午,長安二年七月甲午,七月甲午，突厥寇代州。,0.9,TimeAnchor
T000731,八月辛亥,長安二年八月辛亥,八月辛亥，劍南六州地震。,0.9,TimeAnchor
T000732,九月乙丑朔,長安二年九月乙丑朔,九月乙丑朔，日有蝕之。,0.9,TimeAnchor
T000733,壬申,長安二年九月壬申,壬申，突厥寇忻州。,0.9,TimeAnchor
T000734,己卯,長安二年九月己卯,己卯，吐蕃請和。,0.9,TimeAnchor
T000735,十月甲辰,長安二年十月甲辰,十月甲辰，顧琮薨。,0.9,TimeAnchor
T000736,戊申,長安二年十月戊申,戊申，吐蕃寇悉州，茂州都督陳大慈敗之。,0.9,TimeAnchor
T000737,甲寅,長安二年十月甲寅,甲寅，姚元崇同鳳閣鸞臺平章事，蘇味道、韋安石、李迥秀同鳳閣鸞臺三品。,0.9,TimeAnchor
T000738,十一月甲子,長安二年十一月甲子,十一月甲子，相王旦為司徒。,0.9,TimeAnchor
T000740,十二月甲午,長安二年十二月甲午,十二月甲午，魏元忠為安東道安撫使。,0.9,TimeAnchor
T000741,三年三月壬戌朔,长安三年三月壬戌朔,三年三月壬戌朔，日有蝕之。,0.9,TimeAnchor
T000742,四月庚子,长安三年四月庚子,四月庚子，相王旦罷。,0.9,TimeAnchor
T000743,乙巳,长安三年四月乙巳,乙巳，以旱避正殿。,0.9,TimeAnchor
T000744,閏月庚午,长安三年闰月庚午,閏月庚午，成均祭酒李嶠同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000745,己卯,长安三年闰月己卯,己卯，李嶠知納言事。,0.9,TimeAnchor
T000746,七月壬寅,长安三年七月壬寅,七月壬寅，正諫大夫朱敬則同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000747,庚戌,长安三年七月庚戌,庚戌，檢校涼州都督唐休璟為夏官尚書、同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000748,八月乙酉,长安三年八月乙酉,八月乙酉，京師大雨雹。,0.9,TimeAnchor
T000749,九月庚寅朔,长安三年九月庚寅朔,九月庚寅朔，日有蝕之。,0.9,TimeAnchor
T000750,丁酉,长安三年九月丁酉,丁酉，貶魏元忠為高要尉。,0.9,TimeAnchor
T000751,十月丙寅,长安三年十月丙寅,十月丙寅，如神都。,0.9,TimeAnchor
T000752,十二月丙戌,长安三年十二月丙戌,十二月丙戌，天下置關三十。,0.9,TimeAnchor
T000753,四年正月丁未,长安四年正月丁未,四年正月丁未，作興泰宮。,0.9,TimeAnchor
T000754,壬子,长安四年正月壬子,壬子，天官侍郎韋嗣立為鳳閣侍郎、同鳳閣鸞臺三品。,0.9,TimeAnchor
T000755,二月癸亥,长安四年二月癸亥,二月癸亥，貶李迥秀為廬州刺史。,0.9,TimeAnchor
T000756,壬申,长安四年二月壬申,壬申，朱敬則罷。,0.9,TimeAnchor
T000757,三月丁亥,长安四年三月丁亥,三月丁亥，進封皇孫平恩郡王重福為譙王。,0.9,TimeAnchor
T000758,己亥,长安四年三月己亥,己亥，夏官侍郎宗楚客同鳳閣鸞臺平章事。貶蘇味道為坊州刺史。,0.9,TimeAnchor
T000759,四月壬戌,长安四年四月壬戌,四月壬戌，韋安石知納言事，李嶠知內史事。,0.9,TimeAnchor
T000760,丙子,长安四年四月丙子,丙子，如興泰宮，赦壽安縣，給復一年。,0.9,TimeAnchor
T000761,五月丁亥,长安四年五月丁亥,五月丁亥，大風拔木。,0.9,TimeAnchor
T000762,六月辛酉,长安四年六月辛酉,六月辛酉，姚元之罷。,0.9,TimeAnchor
T000763,乙丑,长安四年六月乙丑,乙丑，天官侍郎崔玄暐為鸞臺侍郎、同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000764,丁丑,长安四年六月丁丑,丁丑，李嶠同鳳閣鸞臺三品。,0.9,TimeAnchor
T000765,壬午,长安四年六月壬午,壬午，相王府長史姚元之兼知夏官尚書、同鳳閣鸞臺三品。,0.9,TimeAnchor
T000766,七月丙戌,长安四年七月丙戌,七月丙戌，左肅政臺御史大夫楊再思守內史。,0.9,TimeAnchor
T000767,甲午,长安四年七月甲午,甲午，復于神都。貶宗楚客為原州都督。,0.9,TimeAnchor
T000768,八月庚申,长安四年八月庚申,八月庚申，唐休璟兼幽營二州都督、安東都護。,0.9,TimeAnchor
T000769,九月壬子,长安四年九月壬子,九月壬子，姚元之為靈武道行軍大總管。,0.9,TimeAnchor
T000770,十月辛酉,长安四年十月辛酉,十月辛酉，元之為靈武道安撫大使。,0.9,TimeAnchor
T000771,甲戌,长安四年十月甲戌,甲戌，判秋官侍郎張柬之同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000772,壬午,长安四年十月壬午,壬午，懷州長史房融為正諫大夫、同鳳閣鸞臺平章事。,0.9,TimeAnchor
T000773,十一月丁亥,长安四年十一月丁亥,十一月丁亥，天官侍郎韋承慶行鳳閣侍郎、同鳳閣鸞臺平章事。李嶠罷。,0.9,TimeAnchor
T000774,十二月丙辰,长安四年十二月丙辰,十二月丙辰，韋嗣立罷。,0.9,TimeAnchor
T000775,五年正月壬午,神龙元年正月壬午,五年正月壬午，大赦。,0.9,TimeAnchor
T000776,庚寅,神龙元年正月庚寅,庚寅，禁屠。,0.9,TimeAnchor
T000777,癸卯,神龙元年正月癸卯,癸卯，張柬之、崔玄暐及左羽林衞將軍敬暉、檢校左羽林衞將軍桓彥範、司刑少卿袁恕己、左羽林衞將軍李湛薛思行趙承恩、右羽林衞將軍楊元琰、左羽林衞大將軍李多祚、職方郎中崔泰之、庫部員外郎朱敬則、司刑評事冀仲甫、檢校司農少卿兼知總監翟世言、內直郎王同皎率左右羽林兵以討亂；麟臺監張易之、春官侍郎張昌宗、汴州刺史張昌期、司禮少卿張同休、通事舍人張景雄伏誅。,0.9,TimeAnchor
T000778,丙午,神龙元年正月丙午,丙午，皇帝復于位。,0.9,TimeAnchor
T000779,丁未,神龙元年正月丁未,丁未，徙后于上陽宮。,0.9,TimeAnchor
T000780,戊申,神龙元年正月戊申,戊申，上后號曰則天大聖皇帝。,0.9,TimeAnchor
T000781,十一月,神龙元年十一月,十一月，崩，謚曰大聖則天皇后。,0.9,TimeAnchor
T000782,唐隆元年,唐隆元年,唐隆元年，改為天后；,0.9,TimeAnchor
T000783,景雲元年,景云元年,景雲元年，改為大聖天后；,0.9,TimeAnchor
T000784,延和元年,延和元年,延和元年，改為天后聖帝，未幾，改為聖后；,0.9,TimeAnchor
T000785,開元四年,开元四年,開元四年，改為則天皇后；,0.9,TimeAnchor
T000786,天寶八載,天宝八载,天寶八載，加謚則天順聖皇后。,0.9,TimeAnchor
T000787,嗣聖元年正月,嗣聖元年正月,嗣聖元年正月，廢居于均州,0.9,TimeAnchor
T000788,聖曆二年,聖曆二年,聖曆二年，復為皇太子,0.9,TimeAnchor
T000789,神龍元年,神龍元年,【小节标题】神龍元年,0.9,TimeAnchor
T000790,正月,神龍元年正月,神龍元年正月，張柬之等以羽林兵討亂。,0.9,TimeAnchor
T000791,甲辰,神龍元年正月甲辰,甲辰，皇太子監國，大赦，改元。,0.9,TimeAnchor
T000792,丙午,神龍元年正月丙午,丙午，復于位，大赦，賜文武官階、爵，民酺五日，免今歲租賦，給復房州三年，放宮女三千人。,0.9,TimeAnchor
T000793,庚戌,神龍元年正月庚戌,庚戌，張柬之、袁恕己同鳳閣鸞臺三品，崔玄暐守內史，敬暉為納言，桓彥範守納言。,0.9,TimeAnchor
T000795,甲寅,神龍元年二月甲寅,二月甲寅，復國號唐。貶韋承慶為高要尉，流房融于高州。,0.9,TimeAnchor
T000796,甲子,神龍元年二月甲子,甲子，皇后韋氏復于位，大赦，賜酺三日，復宗室死于周者官爵。,0.9,TimeAnchor
T000797,丙寅,神龍元年二月丙寅,丙寅，太子賓客武三思為司空、同中書門下三品。,0.9,TimeAnchor
T000798,丁卯,神龍元年二月丁卯,丁卯，右散騎常侍、駙馬都尉武攸暨為司徒。,0.9,TimeAnchor
T000799,辛未,神龍元年二月辛未,辛未，安國相王旦罷。,0.9,TimeAnchor
T000800,甲戌,神龍元年二月甲戌,甲戌，太子少詹事祝欽明同中書門下三品。韋安石罷。,0.9,TimeAnchor
T000801,丁丑,神龍元年二月丁丑,丁丑，武三思、武攸暨罷。,0.9,TimeAnchor
T000802,三月,神龍元年三月,三月甲申，詔文明後破家者昭洗之，還其子孫蔭。,0.9,TimeAnchor
T000803,甲申,神龍元年三月甲申,三月甲申，詔文明後破家者昭洗之，還其子孫蔭。,0.9,TimeAnchor
T000804,己丑,神龍元年三月己丑,己丑，袁恕己守中書令。,0.9,TimeAnchor
T000805,四月,神龍元年四月,四月辛亥，桓彥範為侍中，袁恕己為中書令。,0.9,TimeAnchor
T000806,辛亥,神龍元年四月辛亥,四月辛亥，桓彥範為侍中，袁恕己為中書令。,0.9,TimeAnchor
T000807,丁卯,神龍元年四月丁卯,丁卯，高要尉魏元忠為衞尉卿、同中書門下平章事。,0.9,TimeAnchor
T000808,辛未,神龍元年四月辛未,辛未，敬暉為侍中。,0.9,TimeAnchor
T000809,甲戌,神龍元年四月甲戌,甲戌，魏元忠、崔玄暐，刑部尚書韋安石為吏部尚書，太子右庶子李懷遠為左散騎常侍，涼州都督唐休璟為輔國大將軍：同中書門下三品。,0.9,TimeAnchor
T000810,乙亥,神龍元年四月乙亥,乙亥，張柬之為中書令。,0.9,TimeAnchor
T000811,五月,神龍元年五月,五月壬午，遷武氏神主于崇恩廟。,0.9,TimeAnchor
T000812,壬午,神龍元年五月壬午,五月壬午，遷武氏神主于崇恩廟。,0.9,TimeAnchor
T000813,乙酉,神龍元年五月乙酉,乙酉，立太廟、社稷于東都。,0.9,TimeAnchor
T000814,戊子,神龍元年五月戊子,戊子，復周、隋二王後。,0.9,TimeAnchor
T000815,壬辰,神龍元年五月壬辰,壬辰，進封兄成紀郡王千里為成王。,0.9,TimeAnchor
T000816,甲午,神龍元年五月甲午,甲午，敬暉、桓彥範、張柬之、袁恕己、崔玄暐罷。,0.9,TimeAnchor
T000817,甲辰,神龍元年五月甲辰,甲辰，唐休璟為尚書左僕射，特進豆盧欽望為尚書右僕射：同中書門下三品。,0.9,TimeAnchor
T000818,六月,神龍元年六月,六月壬子，左驍衞大將軍裴思諒為靈武道行軍大總管，以備突厥。,0.9,TimeAnchor
T000819,壬子,神龍元年六月壬子,六月壬子，左驍衞大將軍裴思諒為靈武道行軍大總管，以備突厥。,0.9,TimeAnchor
T000820,癸亥,神龍元年六月癸亥,癸亥，韋安石為中書令，魏元忠為侍中，楊再思檢校中書令，豆盧欽望平章軍國重事。,0.9,TimeAnchor
T000821,七月,神龍元年七月,七月辛巳，太子賓客韋巨源同中書門下三品。,0.9,TimeAnchor
T000822,辛巳,神龍元年七月辛巳,七月辛巳，太子賓客韋巨源同中書門下三品。,0.9,TimeAnchor
T000823,甲辰,神龍元年七月甲辰,甲辰，洛水溢。,0.9,TimeAnchor
T000824,八月,神龍元年八月,八月戊申，給復河南、洛陽二縣一年。,0.9,TimeAnchor
T000825,戊申,神龍元年八月戊申,八月戊申，給復河南、洛陽二縣一年。,0.9,TimeAnchor
T000826,壬戌,神龍元年八月壬戌,壬戌，追冊妃趙氏為皇后。,0.9,TimeAnchor
T000827,乙亥,神龍元年八月乙亥,乙亥，祔孝敬皇帝于東都太廟。皇后見于廟。,0.9,TimeAnchor
T000828,丁丑,神龍元年八月丁丑,丁丑，幸洛城南門，觀鬬象。,0.9,TimeAnchor
T000829,九月,神龍元年九月,九月壬午，祀天地于明堂。,0.9,TimeAnchor
T000830,壬午,神龍元年九月壬午,九月壬午，祀天地于明堂。大赦，賜文武官勳、爵，民為父後者古爵一級，酺三日。,0.9,TimeAnchor
T000831,癸巳,神龍元年九月癸巳,癸巳，韋巨源罷。,0.9,TimeAnchor
T000832,十月,神龍元年十月,十月癸亥，幸龍門。,0.9,TimeAnchor
T000833,癸亥,神龍元年十月癸亥,十月癸亥，幸龍門。,0.9,TimeAnchor
T000834,乙丑,神龍元年十月乙丑,乙丑，獵于新安。,0.9,TimeAnchor
T000835,辛未,神龍元年十月辛未,辛未，魏元忠為中書令，楊再思為侍中。,0.9,TimeAnchor
T000836,十一月,神龍元年十一月,十一月戊寅，上尊號曰應天皇帝，皇后曰順天皇后。,0.9,TimeAnchor
T000837,戊寅,神龍元年十一月戊寅,十一月戊寅，上尊號曰應天皇帝，皇后曰順天皇后。,0.9,TimeAnchor
T000838,壬午,神龍元年十一月壬午,壬午，及皇后享于太廟，大赦，賜文武官階、勳、爵，民酺三日。,0.9,TimeAnchor
T000839,己丑,神龍元年十一月己丑,己丑，幸洛城南門，觀潑寒胡戲。,0.9,TimeAnchor
T000840,壬寅,神龍元年十一月壬寅,壬寅，皇太后崩，廢崇恩廟。,0.9,TimeAnchor
T000841,神龍二年,神龍二年,【小节标题】神龍二年,0.9,TimeAnchor
T000842,二年正月戊戌,神龍二年正月戊戌,二年正月戊戌，吏部尚書李嶠同中書門下三品，中書侍郎于惟謙同中書門下平章事。,0.9,TimeAnchor
T000843,閏月丙午,神龍二年閏月丙午,閏月丙午，公主開府置官屬。,0.9,TimeAnchor
T000844,二月乙未,神龍二年二月乙未,二月乙未，禮部尚書韋巨源為刑部尚書、同中書門下三品。,0.9,TimeAnchor
T000845,丙申,神龍二年二月丙申,丙申，遣十道巡察使。,0.9,TimeAnchor
T000846,三月甲辰,神龍二年三月甲辰,三月甲辰，韋安石罷。,0.9,TimeAnchor
T000847,戊申,神龍二年三月戊申,戊申，唐休璟罷。,0.9,TimeAnchor
T000848,庚戌,神龍二年三月庚戌,庚戌，殺光祿卿、駙馬都尉王同皎。,0.9,TimeAnchor
T000849,是月,神龍二年三月,是月，置員外官。,0.9,TimeAnchor
T000850,四月己丑,神龍二年四月己丑,四月己丑，李懷遠罷。,0.9,TimeAnchor
T000851,己亥,神龍二年四月己亥,己亥，雨毛于鄮縣。,0.9,TimeAnchor
T000852,辛丑,神龍二年四月辛丑,辛丑，洛水溢。,0.9,TimeAnchor
T000853,五月庚申,神龍二年五月庚申,五月庚申，葬則天大聖皇后。,0.9,TimeAnchor
T000854,六月戊寅,神龍二年六月戊寅,六月戊寅，貶敬暉為崖州司馬，桓彥範瀧州司馬，袁恕己竇州司馬，崔玄暐白州司馬，張柬之新州司馬。,0.9,TimeAnchor
T000855,七月戊申,神龍二年七月戊申,七月戊申，立衞王重俊為皇太子。,0.9,TimeAnchor
T000856,丙寅,神龍二年七月丙寅,丙寅，魏元忠為尚書右僕射、兼中書令，李嶠守中書令。,0.9,TimeAnchor
T000857,辛未,神龍二年七月辛未,辛未，左散騎常侍致仕李懷遠同中書門下三品。流敬暉于嘉州，桓彥範于瀼州，袁恕己于環州，崔玄暐于古州，張柬之于瀧州。,0.9,TimeAnchor
T000858,八月丙子,神龍二年八月丙子,八月丙子，貶祝欽明為申州刺史。,0.9,TimeAnchor
T000859,九月戊午,神龍二年九月戊午,九月戊午，李懷遠薨。,0.9,TimeAnchor
T000860,十月癸巳,神龍二年十月癸巳,十月癸巳，蘇瓌為侍中。,0.9,TimeAnchor
T000861,戊戌,神龍二年十月戊戌,戊戌，至自東都。,0.9,TimeAnchor
T000862,十一月乙巳,神龍二年十一月乙巳,十一月乙巳，大赦，賜行從官勳一轉。,0.9,TimeAnchor
T000863,十二月己卯,神龍二年十二月己卯,十二月己卯，靈武軍大總管沙吒忠義及突厥戰于鳴沙，敗績。,0.9,TimeAnchor
T000864,丙戌,神龍二年十二月丙戌,丙戌，以突厥寇邊、京師旱、河北水，減膳，罷土木工。,0.9,TimeAnchor
T000865,丙申,神龍二年十二月丙申,丙申，魏元忠為尚書左僕射。,0.9,TimeAnchor
T000866,景龍二年,景龍二年,景龍二年,0.9,TimeAnchor
T000867,二年二月癸未,景龍二年二月癸未,二年二月癸未，有星隕于西南。,0.9,TimeAnchor
T000868,庚寅,景龍二年二月庚寅,庚寅，大赦，進五品以上母、妻封號一等，無妻者授其女，婦人八十以上版授郡、縣、鄉君。,0.9,TimeAnchor
T000869,七月癸巳,景龍二年七月癸巳,七月癸巳，朔方道行軍大總管張仁亶同中書門下三品。,0.9,TimeAnchor
T000870,丁酉,景龍二年七月丁酉,丁酉，有星孛于胃、昴。,0.9,TimeAnchor
T000871,十一月庚申,景龍二年十一月庚申,十一月庚申，西突厥寇邊，御史中丞馮嘉賓使于突厥，死之。,0.9,TimeAnchor
T000872,己卯,景龍二年十一月己卯,己卯，大赦，賜酺三日。,0.9,TimeAnchor
T000873,癸未,景龍二年十一月癸未,癸未，安西都護牛師奬及西突厥戰于火燒城，死之。,0.9,TimeAnchor
T000875,景龍三年,景龙三年,【小节标题】景龍三年,0.9,TimeAnchor
T000877,三年二月己丑,景龙三年二月己丑,三年二月己丑，及皇后幸玄武門，觀宮女拔河，為宮市以嬉。,0.9,TimeAnchor
T000878,壬寅,景龙三年二月壬寅,壬寅，韋巨源為尚書左僕射，楊再思為右僕射：同中書門下三品。,0.9,TimeAnchor
T000879,壬子,景龙三年二月壬子,壬子，及皇后幸太常寺。,0.9,TimeAnchor
T000880,三月戊午,景龙三年三月戊午,三月戊午，宗楚客為中書令，蕭至忠守侍中，太府卿韋嗣立守兵部尚書、同中書門下三品。,0.9,TimeAnchor
T000881,戊寅,景龙三年三月戊寅,戊寅，禮部尚書韋溫為太子少保、同中書門下三品。太常少卿鄭愔守吏部侍郎、同中書門下平章事。,0.9,TimeAnchor
T000882,五月丙戌,景龙三年五月丙戌,五月丙戌，貶崔湜為襄州刺吏，鄭愔江州司馬。,0.9,TimeAnchor
T000883,六月癸巳,景龙三年六月癸巳,六月癸巳，太白晝見。,0.9,TimeAnchor
T000884,庚子,景龙三年六月庚子,庚子，以旱避正殿，減膳，撤樂。詔括天下圖籍。,0.9,TimeAnchor
T000885,壬寅,景龙三年六月壬寅,壬寅，慮囚。,0.9,TimeAnchor
T000886,癸卯,景龙三年六月癸卯,癸卯，楊再思薨。,0.9,TimeAnchor
T000887,七月丙辰,景龙三年七月丙辰,七月丙辰，西突厥娑葛降。,0.9,TimeAnchor
T000888,辛酉,景龙三年七月辛酉,辛酉，許婦人非緣夫、子封者蔭其子孫。,0.9,TimeAnchor
T000889,癸亥,景龙三年七月癸亥,癸亥，慮囚。,0.9,TimeAnchor
T000890,庚辰,景龙三年七月庚辰,庚辰，澧水溢。,0.9,TimeAnchor
T000891,八月乙酉,景龙三年八月乙酉,八月乙酉，李嶠同中書門下三品，特進韋安石為侍中。,0.9,TimeAnchor
T000892,壬辰,景龙三年八月壬辰,壬辰，有星孛于紫宮。,0.9,TimeAnchor
T000893,九月戊辰,景龙三年九月戊辰,九月戊辰，吏部尚書蘇瓌為尚書左僕射、同中書門下三品。,0.9,TimeAnchor
T000894,十一月乙丑,景龙三年十一月乙丑,十一月乙丑，有事于南郊，以皇后為亞獻，大赦，賜文武官階、爵，入品者減考，免關內今歲賦，賜酺三日。,0.9,TimeAnchor
T000895,甲戌,景龙三年十一月甲戌,甲戌，豆盧欽望薨。,0.9,TimeAnchor
T000896,十二月壬辰,景龙三年十二月壬辰,十二月壬辰，前宋國公致仕唐休璟為太子少師、同中書門下三品。,0.9,TimeAnchor
T000897,甲午,景龙三年十二月甲午,甲午，如新豐溫湯。,0.9,TimeAnchor
T000898,甲辰,景龙三年十二月甲辰,甲辰，赦新豐，給復一年，賜從官勳一轉。,0.9,TimeAnchor
T000899,乙巳,景龙三年十二月乙巳,乙巳，至自新豐。,0.9,TimeAnchor
T000900,四年正月丙寅,景龍四年正月丙寅,四年正月丙寅，及皇后微行以觀燈，遂幸蕭至忠第。,0.9,TimeAnchor
T000901,丁卯,景龍四年正月丁卯,丁卯，微行以觀燈，幸韋安石、長寧公主第。,0.9,TimeAnchor
T000902,己卯,景龍四年正月己卯,己卯，如始平。,0.9,TimeAnchor
T000903,二月壬午,景龍四年二月壬午,二月壬午，赦咸陽、始平，給復一年。,0.9,TimeAnchor
T000904,癸未,景龍四年二月癸未,癸未，至自始平。,0.9,TimeAnchor
T000905,庚戌,景龍四年二月庚戌,庚戌，及后、妃、公主觀三品以上拔河。,0.9,TimeAnchor
T000906,三月,景龍四年三月,三月，以河源九曲予吐蕃。,0.9,TimeAnchor
T000907,庚申,景龍四年三月庚申,庚申，雨木冰，井溢。,0.9,TimeAnchor
T000908,五月辛酉,景龍四年五月辛酉,五月辛酉，封嗣虢王邕為汴王。,0.9,TimeAnchor
T000909,丁卯,景龍四年五月丁卯,丁卯，殺許州司兵參軍燕欽融。,0.9,TimeAnchor
T000910,丁丑,景龍四年五月丁丑,丁丑，剡縣地震。,0.9,TimeAnchor
T000912,壬午,景龍四年六月壬午,壬午，皇帝崩，年五十五，謚曰孝和皇帝。,0.9,TimeAnchor
T000913,天寶十三載,天寶十三載,天寶十三載，加謚大和大聖大昭孝皇帝。,0.9,TimeAnchor
T000914,漢,汉朝,篡漢,0.9,TimeAnchor
T000915,唐,唐朝,唐之舊史,0.9,TimeAnchor
T000916,睿宗,睿宗, -{卷}-五 本紀第五 睿宗 玄宗,0.9,TimeAnchor
T000917,玄宗,玄宗, -{卷}-五 本紀第五 睿宗 玄宗,0.9,TimeAnchor
T000918,景雲元年六月壬午,景云元年六月壬午,景雲元年六月壬午，韋皇后弒中宗，矯詔立溫王重茂為皇太子。,0.99,TimeAnchor
T000919,甲申,景云元年六月甲申,甲申，乃發喪。,0.99,TimeAnchor
T000920,庚子,景云元年六月庚子,庚子，臨淄郡王隆基率萬騎兵入北軍討亂，誅韋氏、安樂公主及韋巨源、馬秦客、駙馬都尉武延秀、光祿少卿楊均。,0.99,TimeAnchor
T000921,甲辰,景云元年六月甲辰,甲辰，安國相王即皇帝位于承天門，大赦，長流、長任及流人未達者還之。,0.99,TimeAnchor
T000922,丁未,景云元年六月丁未,丁未，立平王隆基為皇太子。,0.99,TimeAnchor
T000923,七月庚戌,景云元年七月庚戌,七月庚戌，進封衡陽郡王成義為申王，巴陵郡王隆範岐王，彭城郡王隆業薛王。,0.99,TimeAnchor
T000924,二年正月己未,景云二年正月己未,二年正月己未，太僕卿郭元振、中書侍郎張說同中書門下平章事。,0.95,TimeAnchor
T000925,先天元年正月辛未,先天元年正月辛未,先天元年正月辛未，享于太廟。,0.99,TimeAnchor
T000926,八月庚子,先天元年八月庚子,八月庚子，立皇太子為皇帝，以聽小事；自尊為太上皇，以聽大事。,0.99,TimeAnchor
T000927,十一月戊申,景云元年十一月戊申,十一月戊申，姚元之為中書令。,0.95,TimeAnchor
T000928,景龙四年,景龙四年,景龙四年，朝于京师，遂留不遣。,0.9,TimeAnchor
T000929,景云二年七月壬辰,景云二年七月壬辰,七月壬辰，制皇太子宜即皇帝位。,0.9,TimeAnchor
T000931,先天元年十月庚子,先天元年十月庚子,先天元年十月庚子，享于太廟，大赦。,0.9,TimeAnchor
T000932,開元元年七月甲子,開元元年七月甲子,七月甲子，太平公主及岑羲、蕭至忠、竇懷貞謀反，伏誅。,0.9,TimeAnchor
T000933,開元十三年十一月戊寅,開元十三年十一月戊寅,十一月戊寅，有事于南郊，大赦。,0.9,TimeAnchor
T000934,天寶十四載十一月,天寶十四載十一月,十一月，安祿山反，陷河北諸郡。,0.9,TimeAnchor
T000935,天寶十五載七月甲子,天寶十五載七月甲子,七月甲子，次普安郡。憲部侍郎房琯為文部尚書、同中書門下平章事。,0.9,TimeAnchor
T000936,至德二載十月丁巳,至德二載十月丁巳,十月丁巳，皇帝復京師，以聞。,0.9,TimeAnchor
T000937,上元元年建巳月,上元元年建巳月,上元元年，徙居于西內甘露殿。元年建巳月，崩于神龍殿，年七十八。,0.9,TimeAnchor
T000938,開元四年,唐玄宗开元四年,開元四年，為安西大都護。,0.95,TimeAnchor
T000939,十五年,唐玄宗开元十五年,十五年，更名浚，徙封忠王，為朔方節度大使、單于大都護。,0.95,TimeAnchor
T000940,十八年,唐玄宗开元十八年,十八年，奚、契丹寇邊，乃以肅宗為河北道行軍元帥，遣御史大夫李朝隱等八總管兵十萬以伐之。,0.95,TimeAnchor
T000941,二十五年,唐玄宗开元二十五年,二十五年，皇太子瑛廢死，明年，立為皇太子。,0.95,TimeAnchor
