eventId:ID,name,event_type,time,place,participants:string[],description,outcomes:string[],evidence:string[],confidence:float,:LABEL
E000227,李渊即皇帝位,政权建立,武德元年五月甲子,长安太极殿,高祖|萧造|百官,李渊于太极殿正式登基称帝，改元武德，大赦天下，确立唐朝国号与制度。,唐朝正式建立|改元武德|颁布新政（改郡为州等）|追尊先祖,武德元年五月甲子，即皇帝位于太極殿。命蕭造兼太尉，告于南郊，大赦，改元。|改郡為州，太守為刺史。,0.9,Event
E000228,玄武门之变,宫廷政变,武德九年六月丁巳,长安,中宗|中宗|李元吉|高祖,秦王李世民诛杀皇太子李建成、齐王李元吉，李渊立李世民为皇太子并令其听政。,李建成、李元吉被杀|李世民被立为皇太子|李渊交出实权|为贞观之治奠基,六月丁巳，秦王世民殺皇太子建成、齊王元吉。大赦。……癸亥，立秦王世民為皇太子，聽政。,0.9,Event
E000229,李渊崩逝,人物逝世,贞观九年五月,长安垂拱殿,高祖,太上皇李渊于垂拱前殿去世，享年七十一岁，初谥太武，后经多次追谥。,谥号历经追改（太武→神尧→神尧大圣→神尧大圣大光孝）|葬礼依制举行,九年五月，崩于垂拱前殿，年七十一。謚曰太武，廟號高祖。上元元年，改謚神堯皇帝。天寶八載，謚神堯大聖皇帝；十三載，增謚神堯大聖大光孝皇帝。,0.9,Event
E000230,雁门献策退突厥,军事谋略,大業中,鴈門、崞縣,中宗|雲定興|始畢可汗,十六岁李世民献疑兵计，使突厥误判援军规模而撤围,突厥退兵，隋炀帝解围,大業中，突厥圍煬帝鴈門...突厥候騎見其軍來不絕，果馳告始畢可汗曰：「救兵大至矣！」遂引去,0.9,Event
E000231,霍邑之战,战役,义宁元年前,霍邑,中宗|高祖|中宗|宋老生,李世民力谏进军，亲率骑兵破阵斩宋老生,唐军胜，进次泾阳,唐兵西，將至霍邑...太宗自南原馳下坂...老生兵敗走，遂斬之,0.9,Event
E000232,浅水原破薛仁杲,战役,武德元年,淺水原,中宗|薛仁杲|宗羅睺,李世民按兵疲敌，后遣将合击破宗罗睺，迫降薛仁杲,薛仁杲出降，平定陇右,乃遣行軍總管梁實柵淺水原...太宗率兵出其後，羅睺敗走...仁杲乃出降,0.9,Event
E000233,虎牢擒窦建德,战役,武德四年二月,虎牢,中宗|竇建德|王世充,李世民阻援虎牢，大破窦建德十万军并生擒之,窦建德被执，王世充降，平定东都,四年二月，竇建德率兵十萬以援世充，太宗敗建德于虎牢，執之，世充乃降,0.9,Event
E000234,玄武门之变,宫廷政变,武德九年六月,玄武門,中宗|中宗|李元吉,李世民伏兵玄武门，诛杀太子建成、齐王元吉,高祖立李世民为皇太子,九年六月，太宗以兵入玄武門，殺太子建成及齊王元吉。高祖大驚，乃以太宗為皇太子,0.9,Event
E000235,李世民即位,登基,武德九年八月甲子,東宮顯德殿,中宗,于东宫显德殿即皇帝位，大赦、立后、盟突厥,改元贞观，开启贞观之治,八月甲子，即皇帝位于東宮顯德殿...丙子，立妃長孫氏為皇后...乙酉，及突厥頡利盟于便橋,0.9,Event
E000236,便桥盟突厥,外交,武德九年八月,便橋,中宗|頡利可汗,亲率百骑与颉利可汗对话结盟,突厥退兵,癸未，突厥寇便橋。乙酉，及突厥頡利盟于便橋,0.9,Event
E000237,贞观改元施政,政治,貞觀元年正月,長安,中宗,改元贞观，大赦、赐酺、免租、释宫女、立太子,确立新政基调,貞觀元年正月乙酉，改元...大赦，武德流人還之...癸亥，立中山郡王承乾為皇太子,0.9,Event
E000238,驾崩含风殿,逝世,貞觀二十三年五月己巳,翠微宮含風殿,中宗,崩于含风殿，年五十三,太子李治继位,己巳，皇帝崩于含風殿，年五十三,0.9,Event
E000239,立李治為皇太子,冊封,貞觀十七年,,中宗|中宗,太子李承乾被廢，魏王李泰被黜，立晉王李治為皇太子,李治成為皇太子,十|七|年|，|太|子|承|乾|廢|，|而|魏|王|泰|次|當|立|，|亦|以|罪|黜|，|乃|立|子|治|為|皇|太|子|。,0.95,Event
E000240,唐太宗駕崩,帝王逝世,貞觀二十三年四月,翠微宮,中宗|中宗,太宗病重駕崩，發兵護送皇太子入京,李治繼位準備,四|月|，|從|幸|翠|微|宮|。|太|宗|崩|，|以|羽|檄|發|六|府|甲|士|四|千|，|衞|皇|太|子|入|于|京|師|。,0.95,Event
E000241,李治即皇帝位,即位,貞觀二十三年六月甲戌,柩前,中宗,於太宗靈柩前即位，大赦天下,改元永徽，頒布赦令與賞賜,六|月|甲|戌|，|即|皇|帝|位|于|柩|前|。|大|赦|，|賜|文|武|官|勳|一|轉|，|民|八|十|以|上|粟|帛|.|.|.,0.95,Event
E000242,立王氏為皇后,冊封,永徽元年正月丙午,,中宗|中宗,冊立妃子王氏為皇后,王氏成為皇后,永|徽|元|年|正|月|辛|丑|，|改|元|。|丙|午|，|立|妃|王|氏|為|皇|后|。,0.95,Event
E000243,立武氏為皇后,冊封,永徽六年十月乙卯,,中宗|中宗,廢王皇后，立宸妃武氏為皇后,武氏成為皇后，大赦,十|月|.|.|.|己|酉|，|廢|皇|后|為|庶|人|。|乙|卯|，|立|宸|妃|武|氏|為|皇|后|。|丁|巳|，|大|赦|.|.|.,0.95,Event
E000244,蘇定方俘賀魯,軍事勝利,顯慶二年十二月丁巳,金牙山,蘇定方|阿史那賀魯,蘇定方率軍擊敗西突厥賀魯並俘虜,平定西突厥叛亂,丁|巳|，|蘇|定|方|敗|賀|魯|于|金|牙|山|，|執|之|。,0.95,Event
E000245,封禪泰山,祭祀,乾封元年正月戊辰至庚午,泰山、社首,中宗|中宗,高宗與皇后於泰山舉行封禪大典,大赦改元，加封文武,乾|封|元|年|正|月|戊|辰|，|封|于|泰|山|。|庚|午|，|禪|于|社|首|，|以|皇|后|為|亞|獻|。|壬|申|，|大|赦|，|改|元|。,0.95,Event
E000246,唐高宗駕崩,帝王逝世,弘道元年十二月丁巳,貞觀殿,中宗,高宗於貞觀殿逝世，享年五十六,謚號初定，後經追加,十|二|月|丁|巳|，|改|元|，|大|赦|。|是|夕|，|皇|帝|崩|于|貞|觀|殿|，|年|五|十|六|。|謚|曰|天|皇|大|帝|。|天|寶|八|載|，|改|謚|天|皇|大|聖|皇|帝|；|十|三|載|，|增|謚|天|皇|大|聖|大|弘|孝|皇|帝|。,0.95,Event
E000247,晉州地震,自然災害,貞觀二十三年十一月乙丑,晉州,,晉州發生地震,朝廷遣使存問、賜復,十|一|月|乙|丑|，|晉|州|地|震|。,0.95,Event
E000248,廢皇太子李忠,政治事件,顯慶元年正月辛未,,中宗|中宗,廢黜皇太子李忠，改立代王李弘,李忠降為梁王，李弘立為太子,顯|慶|元|年|正|月|辛|未|，|廢|皇|太|子|為|梁|王|，|立|代|王|弘|為|皇|太|子|。,0.95,Event
E000249,武氏被选为才人,任命,后年十四,,中宗|中宗,太宗闻武氏容貌出众，选其入宫为才人,武氏成为才人,后年十四，太宗聞其有色，選為才人,0.9,Event
E000250,武氏削发居感业寺,出家,太宗崩后,感業寺,中宗,太宗去世后，武氏削发为比丘尼，居住于感业寺,武氏暂离宫廷,太宗崩，后削髮為比丘尼，居于感業寺,0.9,Event
E000251,高宗召武氏复入宫,召回,太宗崩后,感業寺,中宗|中宗,高宗巡幸感业寺，见武氏悦之，将其召回宫中,武氏重返宫廷,高宗幸感業寺，見而悅之，復召入宮,0.9,Event
E000252,武氏晋封昭仪与宸妃,册封,久之,宫,中宗|中宗,武氏入宫后，先被立为昭仪，后进号宸妃,武氏地位提升,久之，立為昭儀，進號宸妃,0.9,Event
E000253,废王立武为皇后,废立,永徽六年,宫,中宗|中宗|中宗,高宗废黜皇后王氏，立宸妃武氏为皇后,王氏被废|武氏成为皇后,永徽六年，高宗廢皇后王氏，立宸妃為皇后,0.9,Event
E000254,武氏参豫国政,参政,显庆后,宫,中宗|中宗,高宗患风疾，常令武氏裁决奏事，武氏由此参与朝政,武氏开始掌握实权,高宗自顯慶後，多苦風疾，百司奏事，時時令后決之，常稱旨，由是參豫國政,0.9,Event
E000255,高宗欲废后未果,政变未遂,武氏专权期间,,中宗|中宗,高宗后悔武氏掌权，暗中谋划废后，因计划泄露失败,武氏地位巩固,高宗悔，陰欲廢之，而謀洩不果,0.9,Event
E000256,二圣称号确立,称号,上元元年,,中宗|中宗,高宗加号天皇，武氏加号天后，天下共称“二圣”,武氏政治地位与高宗并尊,上元元年，高宗號天皇，皇后亦號天后，天下之人謂之「二聖」,0.9,Event
E000257,高宗崩逝,death,弘道元年十二月,,中宗,唐高宗駕崩，並頒布遺詔,遺詔皇太子即皇帝位|軍國大務不決者兼取天后進止,弘道元年十二月，高宗崩，遺詔皇太子即皇帝位，軍國大務不決者，兼取天后進止。,0.9,Event
E000258,皇太子即位與尊封皇太后,accession_and_proclamation,弘道元年十二月甲子,,中宗|中宗,皇太子依遺詔即皇帝位，尊天后為皇太后並使其臨朝稱制，同時施行大赦與賞賜,皇太子即皇帝位|尊天后為皇太后|天后臨朝稱制|大赦天下|賜九品以下勳官一級,甲子，皇太子即皇帝位，尊后為皇太后，臨朝稱制。大赦，賜九品以下勳官一級。,0.9,Event
E000259,任命三公,appointment,弘道元年十二月庚午,,元嘉|霍王元軌|舒王元名,任命宗室親王擔任三公職位,韓王元嘉任太尉|霍王元軌任司徒|舒王元名任司空,庚午，韓王元嘉為太尉，霍王元軌為司徒，舒王元名為司空。,0.9,Event
E000260,任命宰相群臣（甲戌）,appointment,弘道元年十二月甲戌,,劉仁軌|裴炎|劉齊賢,任命尚書省、中書省、門下省高官並加同中書門下三品銜,劉仁軌任尚書左僕射|裴炎任中書令|劉齊賢任侍中並加同中書門下三品,甲戌，劉仁軌為尚書左僕射，裴炎為中書令，劉齊賢為侍中：同中書門下三品。,0.9,Event
E000261,增補同中書門下三品（戊寅）,appointment,弘道元年十二月戊寅,,郭待舉|魏玄同|岑長倩,增補三人同中書門下三品參與政務,郭待舉、魏玄同、岑長倩同中書門下三品,戊寅，郭待舉、魏玄同、岑長倩同中書門下三品。,0.9,Event
E000262,郭正一罷免,dismissal,弘道元年十二月癸未,,郭正一,郭正一被解除職務,,癸未，郭正一罷。,0.9,Event
E000263,改元嗣聖,改元,684年正月癸未,,,光宅元年正月改元嗣聖,,光宅元年正月癸未，改元嗣聖。,0.9,Event
E000264,廢皇帝為廬陵王,废立,684年二月戊午,,中宗,废黜皇帝，降封为庐陵王并幽禁,廬陵王被幽禁,二月戊午，廢皇帝為廬陵王，幽之。,0.9,Event
E000265,立豫王旦為皇帝,即位,684年二月己未,,中宗|中宗|中宗,立豫王旦为皇帝，刘氏为皇后，成器为皇太子,新帝即位|皇后册立|皇太子册立,己未，立豫王旦為皇帝，妃劉氏為皇后，立永平郡王成器為皇太子。,0.9,Event
E000266,大赦改元文明,赦免与改元,684年二月己未,,,大赦天下，改元文明，赐官爵勋，老人授官赐物，举荐人才，皇太后临朝,改元文明|皇太后临朝称制,大赦，改元為文明。賜文武官五品以上爵一等、九品以上勳兩轉。老人版授官，賜粟帛。職官五品以上舉所知一人。皇太后仍臨朝稱制。,0.9,Event
E000267,廢皇太孫重照,废黜,684年二月庚申,,重潤,废皇太孙重照为庶人,重照被废为庶人,庚申，廢皇太孫重照為庶人,0.9,Event
E000268,殺庶人賢,诛杀,684年二月庚申,巴州,中宗,在巴州诛杀庶人贤,賢被杀,殺庶人賢于巴州。,0.9,Event
E000269,上尊號,礼仪,684年二月甲子,武成殿,中宗,皇帝率群臣于武成殿上尊号,,甲子，皇帝率羣臣上尊號于武成殿。,0.9,Event
E000270,冊皇帝,册封,684年二月丁卯,,中宗,正式册封皇帝,,丁卯，冊皇帝。,0.9,Event
E000271,徙封宗室,封爵变动,684年三月丁亥,,澤王|中宗,徙封上金为毕王，素节为葛王,上金封毕王|素節封葛王,三月丁亥，徙封上金為畢王，素節葛王。,0.9,Event
E000272,滕王元嬰薨,丧葬,684年四月丁巳,,元嬰,滕王元婴去世,,四月丁巳，滕王元嬰薨。,0.9,Event
E000273,再徙封宗室,封爵变动,684年四月辛酉,,澤王|中宗,徙封上金为泽王，素节为许王,上金封泽王|素節封许王,辛酉，徙封上金為澤王，素節許王。,0.9,Event
E000274,遷廬陵王,迁徙,684年四月癸酉至丁丑,房州、均州,中宗,将庐陵王迁至房州，后又迁至均州,廬陵王被迁至均州,癸酉，遷廬陵王于房州；丁丑，又遷于均州。,0.9,Event
E000275,廣州崑崙殺都督,叛乱,684年七月戊午,廣州,路元叡,广州昆仑人杀死都督路元睿,路元叡被杀,七月戊午，廣州崑崙殺其都督路元叡。,0.9,Event
E000276,突厥寇朔州,军事冲突,684年七月乙丑,朔州,程務挺|突厥,突厥进犯朔州，程务挺击败之,突厥被击败,乙丑，突厥寇朔州，左武衞大將軍程務挺敗之。,0.9,Event
E000277,葬天皇大帝,丧葬,684年八月庚寅,乾陵,,将天皇大帝葬于乾陵,,八月庚寅，葬天皇大帝于乾陵。,0.9,Event
E000278,大赦改元與制度變革,赦免与制度改革,684年九月甲寅,,,大赦，改元，旗帜尚白，官服改色，大易官名，改东都为神都，追尊老子母,改元|东都改神都|制度变更,九月甲寅，大赦，改元。旗幟尚白，易內外官服青者以碧，大易官名，改東都為神都。追尊老子母為先天太后。,0.9,Event
E000279,追尊武氏先祖,追尊,684年九月己巳,,魯國公|北平郡王|金城郡王|太原郡王|中宗|楊氏|中宗|中宗|中宗|楊氏,追尊武氏五代祖先及妣氏爵位,武氏先祖获追尊,己巳，追尊武氏五代祖克己為魯國公，妣裴氏為魯國夫人；高祖居常為太尉、北平郡王，妣劉氏為王妃；曾祖儉為太尉、金城郡王，妣宋氏為王妃；祖華為太尉、太原郡王，妣趙氏為王妃；考士彠為太師、魏王，妣楊氏為王妃。,0.9,Event
E000280,李敬業揚州起兵,叛乱,684年九月丁丑,揚州,徐敬業,柳州司马李敬业在扬州起兵讨乱,起兵反武,丁丑，柳州司馬李敬業舉兵于揚州以討亂。,0.9,Event
E000281,李崇福歸附,归附,684年十月癸未,山陽、安宜、鹽城,李崇福|徐敬業,楚州司马李崇福率三县归附李敬业,三县归附敬业,十月癸未，楚州司馬李崇福以山陽、安宜、鹽城三縣歸于敬業。,0.9,Event
E000282,任命平叛將領,军事任命,684年十月甲申,,梁郡公|李知十,任命孝逸为扬州道行军大总管，李知十为副，率三十万兵讨李敬业,组建平叛军队,甲申，左玉鈐衞大將軍梁郡公孝逸為揚州道行軍大總管，左金吾衞大將軍李知十為副，率兵三十萬以拒李敬業。,0.9,Event
E000283,李敬業克潤州,军事行动,684年十月壬辰,潤州,徐敬業,李敬业攻占润州,潤州失守,壬辰，李敬業克潤州。,0.9,Event
E000284,殺裴炎,诛杀,684年十月丙申,,裴炎,诛杀裴炎,裴炎被杀,丙申，殺裴炎。,0.9,Event
E000285,追謚武氏先祖,追谥,684年十月丙申,,魯國公|北平郡王|金城郡王|太原郡王|中宗,追谥武氏五代祖先,先祖获谥号,追謚五代祖魯國公曰靖，高祖北平郡王曰恭肅，曾祖金城郡王曰義康，祖太原郡王曰安成，考魏王曰忠孝。,0.9,Event
E000286,曲赦與復姓,赦免与身份变更,684年十月丁酉,揚州、楚州,徐敬業,曲赦扬楚二州，恢复李敬业徐姓,敬业复姓徐氏,丁酉，曲赦揚、楚二州。復敬業姓徐氏。,0.9,Event
E000287,阿谿之戰,战役,684年十一月庚申,阿谿,蘇孝祥|徐敬業,苏孝祥与徐敬业战于阿谿，苏孝祥战死,蘇孝祥战死,庚申，右監門衞將軍蘇孝祥及徐敬業戰于阿谿，死之。,0.9,Event
E000288,徐敬業被殺,平叛,684年十一月乙丑,,徐敬業|王那相,徐敬业部将王那相杀敬业投降,徐敬业被杀|叛乱平定,乙丑，徐敬業將王那相殺敬業降。,0.9,Event
E000289,殺程務挺,诛杀,684年十二月癸卯,,程務挺,诛杀程务挺,程務挺被杀,癸卯，殺程務挺。,0.9,Event
E000290,大赦改元,赦免与年号变更,垂拱元年正月丁未,,,颁布大赦令，更改年号,,垂拱元年正月丁未，大赦，改元。,0.9,Event
E000291,騫味道守內史,人事任免,垂拱元年正月庚戌,,騫味道,騫味道代理內史职务,,庚戌，騫味道守內史。,0.9,Event
E000292,劉仁軌薨,人物卒逝,垂拱元年正月戊辰,,劉仁軌,劉仁軌去世,,戊辰，劉仁軌薨。,0.9,Event
E000293,三臣同鳳閣鸞臺三品,人事任免,垂拱元年二月乙巳,,中宗|裴居道|韋思謙,武承嗣、裴居道、韋思謙加授同鳳閣鸞臺三品,,二月乙巳，春官尚書武承嗣、秋官尚書裴居道、右肅政臺御史大夫韋思謙同鳳閣鸞臺三品。,0.9,Event
E000294,突厥寇邊,边境冲突,垂拱元年二月,,突厥,突厥侵犯唐朝边境,,突厥寇邊，左玉鈐衞中郎將淳于處平為陽曲道行軍總管以擊之。,0.9,Event
E000295,任命淳于處平行軍總管,军事任命,垂拱元年二月,,淳于處平,任命淳于處平为阳曲道行军总管抵御突厥,,突厥寇邊，左玉鈐衞中郎將淳于處平為陽曲道行軍總管以擊之。,0.9,Event
E000296,沈君諒罷,人事罢免,垂拱元年二月,,沈君諒,沈君諒被罢免职务,,沈君諒罷。,0.9,Event
E000297,崔詧罷,人事罢免,垂拱元年三月,,崔詧,崔詧被罢免职务,,三月，崔詧罷。,0.9,Event
E000298,遷廬陵王于房州,人物迁徙,垂拱元年三月丙辰,房州,中宗,将廬陵王迁徙至房州,,丙辰，遷廬陵王于房州。,0.9,Event
E000299,武承嗣罷,人事罢免,垂拱元年三月辛酉,,中宗,武承嗣被罢免同鳳閣鸞臺三品职务,,辛酉，武承嗣罷。,0.9,Event
E000300,頒垂拱格,法令颁布,垂拱元年三月辛未,,,颁布《垂拱格》律令,,辛未，頒垂拱格。,0.9,Event
E000301,貶騫味道為青州刺史,人事贬谪,垂拱元年四月丙子,青州,騫味道,将騫味道贬为青州刺史,,四月丙子，貶騫味道為青州刺史。,0.9,Event
E000302,淳于處平忻州敗績,军事冲突,垂拱元年四月癸未,忻州,淳于處平|突厥,淳于處平率军与突厥在忻州交战,敗績,癸未，淳于處平及突厥戰于忻州，敗績。,0.9,Event
E000303,裴居道為納言,人事任免,垂拱元年五月丙午,,裴居道,裴居道被任命为纳言,,五月丙午，裴居道為納言。,0.9,Event
E000304,流王德真于象州,人物流放,垂拱元年五月丁未,象州,王德真,将王德真流放至象州,,丁未，流王德真于象州。,0.9,Event
E000305,蘇良嗣守納言,人事任免,垂拱元年五月己酉,,蘇良嗣,蘇良嗣代理纳言职务,,己酉，冬官尚書蘇良嗣守納言。,0.9,Event
E000306,封成義為恆王,封爵,垂拱元年五月,,成義,皇帝之子成義受封为恆王,,封皇帝子成義為恆王。,0.9,Event
E000307,以旱慮囚,司法举措,垂拱元年五月壬戌,,,因旱灾审查囚犯罪状,,壬戌，以旱慮囚。,0.9,Event
E000308,韋方質同鳳閣鸞臺三品,人事任免,垂拱元年五月壬申,,韋方質,韋方質加授同鳳閣鸞臺三品,,壬申，韋方質同鳳閣鸞臺三品。,0.9,Event
E000309,韋待價同鳳閣鸞臺三品,人事任免,垂拱元年六月,,韋待價,韋待價加授同鳳閣鸞臺三品,,六月，天官尚書韋待價同鳳閣鸞臺三品。,0.9,Event
E000310,揚州地生毛,自然异象,垂拱元年九月丁卯,扬州,,扬州地区出现地生毛异象,,九月丁卯，揚州地生毛。,0.9,Event
E000311,韋待價為燕然道行軍大總管,军事任命,垂拱元年十一月癸卯,,韋待價,韋待價被任命为燕然道行军大总管以征讨突厥,,十一月癸卯，韋待價為燕然道行軍大總管，以擊突厥。,0.9,Event
E000312,垂拱二年正月大赦赐酺勋转,赦免与赏赐,垂拱二年正月辛酉,,内外官,大赦天下，赐酺三日，内外官员勋级提升一级。,大赦|赐酺三日|内外官勋一转,二年正月辛酉，大赦，賜酺三日，內外官勳一轉。,0.9,Event
E000313,垂拱二年二月日食,天文现象,垂拱二年二月辛未朔,,,发生日食。,日食,二月辛未朔，日有蝕之。,0.9,Event
E000314,垂拱二年三月作铜匦,工程建设,垂拱二年三月戊申,,,制作铜匦。,铜匦制成,三月戊申，作銅匭。,0.9,Event
E000315,岑長倩任内史,人事任命,垂拱二年四月庚辰,,岑長倩,岑長倩被任命为内史。,岑長倩担任内史,四月庚辰，岑長倩為內史。,0.9,Event
E000316,裴居道任内史,人事任命,垂拱二年五月丙午,,裴居道,裴居道被任命为内史。,裴居道担任内史,五月丙午，裴居道為內史。,0.9,Event
E000317,蘇良嗣任同鳳閣鸞臺三品,人事任命,垂拱二年六月辛未,,蘇良嗣,蘇良嗣被任命为同鳳閣鸞臺三品。,蘇良嗣担任同鳳閣鸞臺三品,六月辛未，蘇良嗣同鳳閣鸞臺三品。,0.9,Event
E000318,韋思謙任守纳言,人事任命,垂拱二年六月己卯,,韋思謙,韋思謙被任命为守纳言。,韋思謙担任守纳言,己卯，韋思謙守納言。,0.9,Event
E000319,新豐縣庆山出现及改名赦免,祥瑞与行政,垂拱二年十月己巳,新豐縣,,新豐縣出现山，朝廷将新豐县改名为慶山，赦免囚犯，免除赋税一年，赐酺三日。,新豐县改名为慶山|赦免囚犯|给复一年|赐酺三日,十月己巳，有山出于新豐縣，改新豐為慶山，赦囚，給復一年，賜酺三日。,0.9,Event
E000320,免除幷州百姓赋税,赋税减免,垂拱二年十二月,幷州,幷州百姓,免除幷州百姓的庸和调，终身免除。,幷州百姓庸调终身免除,十二月，免幷州百姓庸、調，終其身。,0.9,Event
E000321,垂拱二年冬无雪,气候异常,垂拱二年冬,,,冬季没有下雪。,无雪,是冬，無雪。,0.9,Event
E000322,册封皇子,册封,垂拱三年閏正月丁卯,,中宗|中宗|隆範|隆業,皇帝册封三子为王,隆基封楚王|隆範封衞王|隆業封趙王,三年閏正月丁卯，封皇帝子隆基為楚王，隆範衞王，隆業趙王。,0.9,Event
E000323,皇帝避殿减膳,灾害应对,垂拱三年二月己亥,正殿,中宗,因旱灾，皇帝避离正殿并减少膳食,,二月己亥，以旱避正殿，減膳。,0.9,Event
E000324,击退突厥寇昌平,军事冲突,垂拱三年二月丙辰,昌平,突厥|黑齒常之,突厥进犯昌平，黑齿常之率军击退,突厥被击退,丙辰，突厥寇昌平，黑齒常之擊之。,0.9,Event
E000325,韋思謙罢职,人事变动,垂拱三年三月乙丑,,韋思謙,韋思謙被罢免官职,韋思謙去职,三月乙丑，韋思謙罷。,0.9,Event
E000326,追谥哀皇后并安葬,追封安葬,垂拱三年四月辛丑,恭陵,中宗|楊氏,追尊孝敬皇帝妃裴氏为哀皇后，并葬于恭陵,裴氏获追号哀皇后|葬于恭陵,四月辛丑，追號孝敬皇帝妃裴氏曰哀皇后，葬于恭陵。,0.9,Event
E000327,旱灾虑囚与求言,灾害应对,垂拱三年四月癸丑,,中宗,因旱灾审查囚犯，并命京官九品以上进言,,癸丑，以旱慮囚，命京官九品以上言事。,0.9,Event
E000328,裴居道任纳言,人事任命,垂拱三年四月壬戌,,裴居道,裴居道被任命为纳言,裴居道任职纳言,壬戌，裴居道為納言。,0.9,Event
E000329,张光辅拜相,人事任命,垂拱三年五月丙寅,,張光輔,张光辅由夏官侍郎升任凤阁侍郎、同凤阁鸾台平章事,張光輔任鳳閣侍郎、同鳳閣鸞臺平章事,五月丙寅，夏官侍郎張光輔為鳳閣侍郎、同鳳閣鸞臺平章事。,0.9,Event
E000330,刘祎之被杀,刑罚,垂拱三年五月庚午,,劉禕之,刘祎之被处死,劉禕之遇害,庚午，殺劉禕之。,0.9,Event
E000331,冀州雌鸡化雄,灾异,垂拱三年七月丁卯,冀州,,冀州出现雌鸡变为雄鸡的异象,,七月丁卯，冀州雌雞化為雄。,0.9,Event
E000332,京师地震与广州雨金,自然灾害,垂拱三年七月乙亥,"京師, 廣州",,京师发生地震，广州天降金屑,,乙亥，京師地震，雨金于廣州。,0.9,Event
E000333,魏玄同兼检校纳言,人事任命,垂拱三年八月壬子,,魏玄同,魏玄同兼任检校纳言,魏玄同任檢校納言,八月壬子，魏玄同兼檢校納言。,0.9,Event
E000334,李嗣仙叛乱及平定,叛乱与平定,垂拱三年八月,交州,李嗣仙|劉延祐|曹玄靜,交趾人李嗣仙杀安南都护刘延祐并占据交州，桂州司马曹玄静率军平定,劉延祐被杀|李嗣仙据交州|曹玄靜平定叛乱,交趾人李嗣仙殺安南都護劉延祐，據交州，桂州司馬曹玄靜敗之。,0.9,Event
E000335,击退突厥寇朔州,军事冲突,垂拱三年八月,朔州,突厥|黑齒常之,突厥进犯朔州，燕然道行军大总管黑齿常之率军击退,突厥被击退,是月，突厥寇朔州，燕然道行軍大總管黑齒常之敗之。,0.9,Event
E000336,杨初成谋迎庐陵王事败,未遂叛乱,垂拱三年九月己卯,"虢州, 房州",楊初成|中宗,虢州人杨初成自称郎将，招募乡民欲往房州迎庐陵王，事败被杀,楊初成被杀|行动未果,九月己卯，虢州人楊初成自稱郎將，募州人迎廬陵王于房州，不果，見殺。,0.9,Event
E000337,爨宝璧战败,军事冲突,垂拱三年十月庚子,,爨寶璧|突厥,右监门卫中郎将爨宝璧与突厥交战失利,唐军败绩,十月庚子，右監門衞中郎將爨寶璧及突厥戰，敗績。,0.9,Event
E000338,任命韦待价讨吐蕃,军事部署,垂拱三年十二月壬辰,,韋待價|閻溫古,韦待价任安息道行军大总管，阎温古为副，率军讨伐吐蕃,军事任命完成,十二月壬辰，韋待價為安息道行軍大總管，安西大都護閻溫古副之，以擊吐蕃。,0.9,Event
E000339,全国大饥,自然灾害,垂拱三年,,,当年全国范围发生严重饥荒,民生困苦,是歲，大饑。,0.9,Event
E000340,立高祖太宗高宗庙,祭祀礼仪,垂拱四年正月甲子,神都,,增七庙，并于神都设立唐高祖、太宗、高宗庙宇,庙宇建立,增七廟，立高祖、太宗、高宗廟于神都,0.9,Event
E000341,毁乾元殿作明堂,建筑工程,垂拱四年正月庚午,神都,,拆除乾元殿，兴建明堂,明堂建成（后改名万象神宫）,毀乾元殿，作明堂,0.9,Event
E000342,处死周思茂,政治处决,垂拱四年三月壬戌,,周思茂,处决麟台少监周思茂,周思茂被杀,殺麟臺少監周思茂,0.9,Event
E000343,处死郝象贤,政治处决,垂拱四年四月戊戌,,郝象賢,处决太子通事舍人郝象贤,郝象贤被杀,殺太子通事舍人郝象賢,0.9,Event
E000344,洛水得宝图,祥瑞事件,垂拱四年五月庚申,洛水,,于洛水获得「宝图」,宝图被献,得「寶圖」于洛水,0.9,Event
E000345,加尊号圣母神皇,尊号册封,垂拱四年五月乙亥,,,加尊号为圣母神皇,尊号确立,加尊號為聖母神皇,0.9,Event
E000346,日食与汜水得瑞石,天象祥瑞,垂拱四年六月丁亥朔,汜水,,朔日发生日食；于汜水获得瑞石,瑞石被献,日有食之。得瑞石于汜水,0.9,Event
E000347,大赦与祥瑞改制,政令祥瑞,垂拱四年七月丁巳,,,大赦天下；改宝图为天授圣图；洛水改名永昌洛水并封神；嵩山改名神岳并封神；赐酺五日,宝图改名|洛水/嵩山改名封神|大赦实施,大赦，改「寶圖」為「天授聖圖」，洛水為永昌洛水，封其神為顯聖侯...改嵩山為神岳，封其神為天中王...賜酺五日,0.9,Event
E000348,京师地震,自然灾害,垂拱四年七月戊午,京師,,京师发生地震,地震记录,京師地震,0.9,Event
E000349,神都地震,自然灾害,垂拱四年八月戊戌,神都,,神都发生地震,地震记录,神都地震,0.9,Event
E000350,琅邪郡王冲举兵,军事叛乱,垂拱四年八月丙午,博州,沖|丘神勣,博州刺史琅邪郡王冲起兵讨乱，朝廷遣丘神勣率军抵御,军事对抗开始,博州刺史琅邪郡王沖舉兵以討亂，遣左金吾衞大將軍丘神勣拒之,0.9,Event
E000351,冲兵败身死,军事结果,垂拱四年八月戊申,博州,沖,琅邪郡王冲兵败被杀,冲死亡，博州叛乱平定,沖死之,0.9,Event
